YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
2016,0,33141,Keegan Bradley,44.64,25,56
2016,0,28237,Rory McIlroy,43.9,18,41
2016,0,27064,Jhonattan Vegas,43.64,24,55
2016,0,37189,Harold Varner III,43.33,26,60
2016,0,25686,Jason Dufner,43.28,29,67
2016,0,37273,Derek Ernst,42.5,17,40
2016,0,21878,Mark Wilson,42.42,14,33
2016,0,29485,Brett Stegmaier,41.82,23,55
2016,0,20229,Stewart Cink,41.18,14,34
2016,0,32448,James Hahn,40.58,28,69
2016,0,25892,Steve Wheatcroft,40.58,28,69
2016,0,6522,Ernie Els,40.0,22,55
2016,0,25900,Lucas Glover,40.0,20,50
2016,0,34265,Will Wilcox,40.0,28,70
2016,0,22892,Jason Gore,39.66,23,58
2016,0,32366,Kevin Chappell,39.06,25,64
2016,0,24358,Robert Garrigus,39.02,16,41
2016,0,29725,Tony Finau,38.96,30,77
2016,0,33413,Ben Martin,38.1,24,63
2016,0,27214,Kevin Streelman,37.31,25,67
2016,0,36699,Patrick Rodgers,36.54,19,52
2016,0,33667,Carlos Ortiz,34.69,17,49
2015,0,23983,Luke Donald,81.58,31,38
2015,0,26329,Louis Oosthuizen,75.0,30,40
2015,0,28089,Jason Day,73.81,31,42
2015,0,23108,Matt Kuchar,72.22,39,54
2015,0,25369,Jamie Donaldson,71.43,20,28
2015,0,20396,Lee Westwood,71.43,20,28
2015,0,25396,Kevin Na,70.37,38,54
2015,0,30927,Brendon Todd,70.31,45,64
2015,0,24357,K.J. Choi,68.75,33,48
2015,0,22371,Aaron Baddeley,67.24,39,58
2015,0,24140,Sean O'Hair,66.2,47,71
2015,0,30926,Chris Kirk,66.04,35,53
2015,0,6522,Ernie Els,65.52,19,29
2015,0,2206,David Toms,65.31,32,49
2015,0,24024,Zach Johnson,64.81,35,54
2015,0,34130,Sung Joon Park,64.71,33,51
2015,0,25720,Chad Collins,64.58,31,48
2015,0,22405,Justin Rose,64.44,29,45
2015,0,12510,Chad Campbell,64.06,41,64
2015,0,33399,Adam Hadwin,64.06,41,64
2015,0,26331,Charl Schwartzel,63.89,23,36
2015,0,27644,Brian Harman,63.51,47,74
2015,0,26300,Matt Jones,63.51,47,74
2015,0,32839,Hideki Matsuyama,63.46,33,52
2015,0,20229,Stewart Cink,63.04,29,46
2015,0,23048,Eric Axley,62.96,34,54
2015,0,33141,Keegan Bradley,62.96,34,54
2015,0,23621,Rory Sabbatini,62.96,34,54
2015,0,24781,Hunter Mahan,62.9,39,62
2015,0,33419,Cameron Tringale,62.9,39,62
2015,0,29476,Kyle Reifers,62.82,49,78
2015,0,20771,Steven Alker,62.79,27,43
2015,0,22293,Heath Slocum,62.79,27,43
2015,0,40058,Zac Blair,62.5,40,64
2015,0,24490,George McNeill,62.5,45,72
2015,0,1810,Phil Mickelson,62.5,40,64
2015,0,24361,Pat Perez,62.3,38,61
2015,0,29926,Danny Lee,62.2,51,82
2015,0,32102,Rickie Fowler,62.07,36,58
2015,0,32200,Roberto Castro,61.76,21,34
2015,0,29221,Webb Simpson,61.7,29,47
2015,0,34174,John Huh,61.25,49,80
2015,0,34262,Jon Curran,61.22,30,49
2015,0,31560,Brian Stuard,61.11,44,72
2015,0,32448,James Hahn,61.02,36,59
2015,0,28486,Michael Putnam,61.02,36,59
2015,0,34261,Scott Langley,60.87,42,69
2015,0,23548,Bill Lunde,60.87,14,23
2015,0,20766,Padraig Harrington,60.0,24,40
2015,0,25198,Francesco Molinari,60.0,15,25
2015,0,27649,Brandt Snedeker,59.74,46,77
2015,0,20645,John Senden,59.65,34,57
2015,0,6567,Vijay Singh,59.32,35,59
2015,0,33486,Roger Sloan,59.26,16,27
2015,0,30852,Ryo Ishikawa,59.18,29,49
2015,0,33667,Carlos Ortiz,59.09,39,66
2015,0,34046,Jordan Spieth,59.02,36,61
2015,0,29479,Scott Brown,58.93,33,56
2015,0,31416,Derek Fathauer,58.93,33,56
2015,0,24925,Jonathan Byrd,58.82,30,51
2015,0,29518,Brendan Steele,58.62,34,58
2015,0,25892,Steve Wheatcroft,58.62,34,58
2015,0,27095,Nick Watney,58.06,36,62
2015,0,34360,Patrick Reed,57.81,37,64
2015,0,34358,Jonathan Randolph,57.78,26,45
2015,0,29535,Brice Garnett,57.5,23,40
2015,0,40026,Daniel Berger,57.14,36,63
2015,0,33122,Russell Knox,57.14,28,49
2015,0,25240,D.A. Points,57.14,20,35
2015,0,21878,Mark Wilson,57.14,28,49
2015,0,23800,Bryce Molder,56.92,37,65
2015,0,29720,Andres Gonzales,56.86,29,51
2015,0,27064,Jhonattan Vegas,56.86,29,51
2015,0,25274,Steven Bowditch,56.82,50,88
2015,0,22056,Cameron Percy,56.76,21,37
2015,0,35545,Blayne Barber,56.52,26,46
2015,0,25345,Carl Pettersson,56.47,48,85
2015,0,24846,Ricky Barnes,56.14,32,57
2015,0,29223,Sam Saunders,55.88,38,68
2015,0,28500,Martin Flores,55.56,35,63
2015,0,25349,Tim Wilkinson,55.56,30,54
2015,0,21753,Brian Davis,55.41,41,74
2015,0,27936,Martin Laird,55.36,31,56
2015,0,23541,Ben Crane,55.1,27,49
2015,0,8075,Jerry Kelly,55.0,22,40
2015,0,27895,Jonas Blixt,54.9,28,51
2015,0,29725,Tony Finau,54.84,34,62
2015,0,25562,Andres Romero,54.76,23,42
2015,0,36801,Mark Hubbard,54.72,29,53
2015,0,24138,Ian Poulter,54.35,25,46
2015,0,32366,Kevin Chappell,54.29,38,70
2015,0,24494,Erik Compton,54.17,26,48
2015,0,34265,Will Wilcox,54.17,13,24
2015,0,24924,Bill Haas,54.05,20,37
2015,0,32150,Michael Thompson,53.97,34,63
2015,0,28259,Sangmoon Bae,53.93,48,89
2015,0,36689,Brooks Koepka,53.85,35,65
2015,0,35539,Luke Guthrie,53.7,29,54
2015,0,25632,Jimmy Walker,53.62,37,69
2015,0,28132,Tyrone Van Aswegen,53.57,15,28
2015,0,33418,Shawn Stefani,53.52,38,71
2015,0,24358,Robert Garrigus,53.49,23,43
2015,0,30711,Colt Knost,53.33,24,45
2015,0,20691,Greg Owen,53.33,16,30
2015,0,31202,William McGirt,53.16,42,79
2015,0,34099,Harris English,53.13,34,64
2015,0,35541,John Peterson,52.63,30,57
2015,0,25834,Daniel Summerhays,52.31,34,65
2015,0,34256,Andrew Putnam,52.27,23,44
2015,0,34431,Robert Streb,52.05,38,73
2015,0,32640,Troy Merritt,52.0,39,75
2015,0,25900,Lucas Glover,51.79,29,56
2015,0,10809,Jim Furyk,51.72,15,29
2015,0,20104,Ken Duke,51.67,31,60
2015,0,22046,Geoff Ogilvy,51.52,17,33
2015,0,21528,Henrik Stenson,51.43,18,35
2015,0,29289,S.Y. Noh,51.28,20,39
2015,0,26951,Johnson Wagner,51.28,20,39
2015,0,10885,Robert Allenby,51.22,21,41
2015,0,37454,Whee Kim,51.22,21,41
2015,0,27436,Graham DeLaet,51.02,25,49
2015,0,31557,Jim Herman,50.94,27,53
2015,0,29222,Billy Hurley III,50.94,27,53
2015,0,26596,Ryan Moore,50.94,27,53
2015,0,34409,David Lingmerth,50.88,29,57
2015,0,28475,Jeff Overton,50.88,29,57
2015,0,33413,Ben Martin,50.79,32,63
2015,0,25493,Nick Taylor,50.72,35,69
2015,0,24507,Jason Bohn,50.0,34,68
2015,0,20593,Greg Chalmers,50.0,17,34
2015,0,21209,Sergio Garcia,50.0,13,26
2015,0,12716,Charley Hoffman,50.0,40,80
2015,0,24502,Adam Scott,50.0,10,20
2015,0,34563,Chesson Hadley,49.3,35,71
2015,0,27963,Chris Stroud,49.15,29,59
2015,0,25804,Bubba Watson,48.78,20,41
2015,0,29478,Kevin Kisner,48.53,33,68
2015,0,33448,Justin Thomas,48.44,31,64
2015,0,28307,Matt Every,48.15,26,54
2015,0,26851,Marc Leishman,48.0,24,50
2015,0,23353,J.J. Henry,47.92,23,48
2015,0,30946,Alex Prugh,47.92,23,48
2015,0,34264,Hudson Swafford,47.89,34,71
2015,0,20157,Retief Goosen,47.73,21,44
2015,0,33461,Morgan Hoffmann,47.69,31,65
2015,0,25364,Paul Casey,47.62,20,42
2015,0,34098,Russell Henley,47.54,29,61
2015,0,10860,Justin Leonard,47.22,17,36
2015,0,27770,Camilo Villegas,47.14,33,70
2015,0,23623,Bo Van Pelt,47.06,24,51
2015,0,36699,Patrick Rodgers,46.81,22,47
2015,0,39977,Max Homa,46.67,28,60
2015,0,30692,Scott Stallings,46.67,14,30
2015,0,35532,Tom Hoge,46.51,20,43
2015,0,26289,Boo Weekley,46.43,26,56
2015,0,1706,Davis Love III,46.15,18,39
2015,0,28679,Fabián Gómez,45.9,28,61
2015,0,22892,Jason Gore,45.83,22,48
2015,0,29420,Billy Horschel,45.45,25,55
2015,0,31193,Jim Renner,45.24,19,42
2015,0,27141,J.B. Holmes,45.1,23,51
2015,0,27214,Kevin Streelman,45.0,18,40
2015,0,31323,Gary Woodland,44.19,19,43
2015,0,30944,Jason Kokrak,43.9,36,82
2015,0,35451,Scott Pinckney,43.75,21,48
2015,0,28023,Byron Smith,43.75,14,32
2015,0,29425,Andrew Svoboda,43.64,24,55
2015,0,28780,Nicholas Thompson,43.33,26,60
2015,0,25818,Scott Piercy,43.1,25,58
2015,0,25191,Gonzalo Fernandez-Castaño,42.86,21,49
2015,0,20848,Ángel Cabrera,42.0,21,50
2015,0,20472,Alex Cejka,41.38,24,58
2015,0,21961,Charles Howell III,39.68,25,63
2015,0,23320,Ryan Palmer,39.58,19,48
2015,0,30925,Dustin Johnson,39.53,17,43
2015,0,37273,Derek Ernst,39.22,20,51
2015,0,23638,Brendon de Jonge,38.67,29,75
2015,0,32334,Charlie Beljan,38.46,20,52
2015,0,25686,Jason Dufner,37.78,17,45
2015,0,26758,David Hearn,36.07,22,61
2015,0,27466,Spencer Levin,36.0,18,50
2015,0,26476,Chez Reavie,33.33,11,33
2015,0,27933,John Merrick,32.5,13,40
2015,0,30736,Oscar Fraustro,32.43,12,37
2014,0,28089,Jason Day,79.41,27,34
2014,0,22293,Heath Slocum,72.34,34,47
2014,0,25191,Gonzalo Fernandez-Castaño,70.27,52,74
2014,0,27895,Jonas Blixt,70.21,33,47
2014,0,34099,Harris English,69.81,37,53
2014,0,23108,Matt Kuchar,69.23,45,65
2014,0,1810,Phil Mickelson,67.69,44,65
2014,0,33141,Keegan Bradley,67.27,37,55
2014,0,25396,Kevin Na,66.23,51,77
2014,0,6567,Vijay Singh,65.75,48,73
2014,0,23135,Tim Clark,65.52,38,58
2014,0,10860,Justin Leonard,65.45,36,55
2014,0,24357,K.J. Choi,65.22,45,69
2014,0,26758,David Hearn,65.22,45,69
2014,0,29221,Webb Simpson,65.0,39,60
2014,0,20160,Charlie Wi,65.0,39,60
2014,0,20157,Retief Goosen,64.71,33,51
2014,0,30927,Brendon Todd,64.71,55,85
2014,0,12510,Chad Campbell,64.52,20,31
2014,0,34174,John Huh,64.41,38,59
2014,0,27644,Brian Harman,63.86,53,83
2014,0,25572,Graeme McDowell,63.64,28,44
2014,0,25562,Andres Romero,63.33,38,60
2014,0,28132,Tyrone Van Aswegen,63.33,38,60
2014,0,25720,Chad Collins,62.9,39,62
2014,0,29535,Brice Garnett,62.69,42,67
2014,0,24502,Adam Scott,62.5,40,64
2014,0,19846,Brian Gay,62.32,43,69
2014,0,33122,Russell Knox,62.32,43,69
2014,0,34360,Patrick Reed,62.32,43,69
2014,0,34021,Bud Cauley,62.07,18,29
2014,0,34046,Jordan Spieth,62.07,54,87
2014,0,27330,Josh Teater,61.76,42,68
2014,0,27408,Martin Kaymer,61.54,32,52
2014,0,21209,Sergio Garcia,61.11,22,36
2014,0,34261,Scott Langley,61.11,44,72
2014,0,10809,Jim Furyk,60.98,25,41
2014,0,20593,Greg Chalmers,60.76,48,79
2014,0,32102,Rickie Fowler,60.0,33,55
2014,0,31560,Brian Stuard,59.68,37,62
2014,0,25686,Jason Dufner,59.46,22,37
2014,0,35139,Richard Lee,59.38,38,64
2014,0,27556,Ted Potter Jr.,59.32,35,59
2014,0,24781,Hunter Mahan,59.26,48,81
2014,0,30926,Chris Kirk,59.21,45,76
2014,0,23409,James Driscoll,59.18,29,49
2014,0,28092,D.H. Lee,58.82,30,51
2014,0,25349,Tim Wilkinson,58.82,40,68
2014,0,21878,Mark Wilson,58.82,30,51
2014,0,27466,Spencer Levin,58.49,31,53
2014,0,10423,Mike Weir,58.33,35,60
2014,0,33461,Morgan Hoffmann,58.23,46,79
2014,0,31202,William McGirt,58.23,46,79
2014,0,24924,Bill Haas,58.21,39,67
2014,0,22405,Justin Rose,57.89,22,38
2014,0,24024,Zach Johnson,57.81,37,64
2014,0,20645,John Senden,57.81,37,64
2014,0,22371,Aaron Baddeley,57.63,34,59
2014,0,20104,Ken Duke,57.41,31,54
2014,0,23621,Rory Sabbatini,57.35,39,68
2014,0,32640,Troy Merritt,57.14,24,42
2014,0,25345,Carl Pettersson,57.14,48,84
2014,0,26596,Ryan Moore,56.86,29,51
2014,0,27064,Jhonattan Vegas,56.86,29,51
2014,0,20498,Briny Baird,56.82,25,44
2014,0,26956,Bronson La'Cassie,56.76,21,37
2014,0,21528,Henrik Stenson,56.76,21,37
2014,0,25240,D.A. Points,56.6,30,53
2014,0,22621,Ben Curtis,56.52,26,46
2014,0,25632,Jimmy Walker,56.52,39,69
2014,0,25274,Steven Bowditch,56.25,45,80
2014,0,20098,Stuart Appleby,55.95,47,84
2014,0,23638,Brendon de Jonge,55.56,50,90
2014,0,33419,Cameron Tringale,55.56,50,90
2014,0,23983,Luke Donald,55.26,21,38
2014,0,32839,Hideki Matsuyama,55.26,42,76
2014,0,29222,Billy Hurley III,55.0,33,60
2014,0,22378,Trevor Immelman,54.93,39,71
2014,0,22046,Geoff Ogilvy,54.93,39,71
2014,0,28237,Rory McIlroy,54.9,28,51
2014,0,24507,Jason Bohn,54.88,45,82
2014,0,21731,Freddie Jacobson,54.55,42,77
2014,0,27963,Chris Stroud,54.29,38,70
2014,0,8075,Jerry Kelly,54.24,32,59
2014,0,27436,Graham DeLaet,53.85,28,52
2014,0,24138,Ian Poulter,53.57,30,56
2014,0,23541,Ben Crane,53.52,38,71
2014,0,30852,Ryo Ishikawa,53.49,23,43
2014,0,34563,Chesson Hadley,53.42,39,73
2014,0,21961,Charles Howell III,53.42,39,73
2014,0,28259,Sangmoon Bae,53.33,32,60
2014,0,28500,Martin Flores,53.33,24,45
2014,0,28475,Jeff Overton,53.33,32,60
2014,0,29289,S.Y. Noh,53.23,33,62
2014,0,21753,Brian Davis,53.16,42,79
2014,0,28307,Matt Every,53.03,35,66
2014,0,23623,Bo Van Pelt,52.86,37,70
2014,0,26331,Charl Schwartzel,52.73,29,55
2014,0,35300,Andrew Loupe,52.63,30,57
2014,0,23320,Ryan Palmer,52.63,40,76
2014,0,32448,James Hahn,52.31,34,65
2014,0,29518,Brendan Steele,52.24,35,67
2014,0,25364,Paul Casey,52.17,24,46
2014,0,26851,Marc Leishman,52.17,36,69
2014,0,29420,Billy Horschel,51.92,27,52
2014,0,34265,Will Wilcox,51.85,14,27
2014,0,33413,Ben Martin,51.61,32,62
2014,0,35539,Luke Guthrie,51.56,33,64
2014,0,24846,Ricky Barnes,51.52,34,66
2014,0,26300,Matt Jones,51.52,34,66
2014,0,1724,Jeff Maggert,51.35,19,37
2014,0,28486,Michael Putnam,51.32,39,76
2014,0,36689,Brooks Koepka,51.28,20,39
2014,0,31557,Jim Herman,51.06,24,47
2014,0,30944,Jason Kokrak,50.94,27,53
2014,0,27770,Camilo Villegas,50.85,30,59
2014,0,30692,Scott Stallings,50.79,32,63
2014,0,24925,Jonathan Byrd,50.0,31,62
2014,0,24494,Erik Compton,50.0,38,76
2014,0,29740,Brad Fritsch,50.0,19,38
2014,0,34409,David Lingmerth,50.0,28,56
2014,0,29461,Jamie Lovemark,50.0,25,50
2014,0,24912,Will MacKenzie,50.0,33,66
2014,0,32333,Kevin Tway,50.0,17,34
2014,0,25834,Daniel Summerhays,49.32,36,73
2014,0,32366,Kevin Chappell,49.25,33,67
2014,0,20229,Stewart Cink,49.18,30,61
2014,0,32200,Roberto Castro,49.15,29,59
2014,0,28780,Nicholas Thompson,49.15,29,59
2014,0,23800,Bryce Molder,49.12,28,57
2014,0,26951,Johnson Wagner,49.06,26,53
2014,0,20396,Lee Westwood,48.84,21,43
2014,0,6522,Ernie Els,48.75,39,80
2014,0,24140,Sean O'Hair,48.68,37,76
2014,0,2206,David Toms,48.39,15,31
2014,0,27649,Brandt Snedeker,48.33,29,60
2014,0,33418,Shawn Stefani,48.21,27,56
2014,0,27936,Martin Laird,47.92,23,48
2014,0,27120,Troy Matteson,47.62,20,42
2014,0,30925,Dustin Johnson,47.5,19,40
2014,0,27141,J.B. Holmes,47.13,41,87
2014,0,12716,Charley Hoffman,47.06,32,68
2014,0,29425,Andrew Svoboda,47.06,16,34
2014,0,26289,Boo Weekley,47.06,24,51
2014,0,29926,Danny Lee,46.67,28,60
2014,0,27214,Kevin Streelman,46.67,28,60
2014,0,24663,Y.E. Yang,46.03,29,63
2014,0,25444,Justin Hicks,45.9,28,61
2014,0,20848,Ángel Cabrera,45.61,26,57
2014,0,1706,Davis Love III,45.45,25,55
2014,0,34431,Robert Streb,45.31,29,64
2014,0,29479,Scott Brown,45.12,37,82
2014,0,34264,Hudson Swafford,44.44,20,45
2014,0,29478,Kevin Kisner,44.26,27,61
2014,0,10885,Robert Allenby,44.23,23,52
2014,0,24361,Pat Perez,44.23,23,52
2014,0,31323,Gary Woodland,44.16,34,77
2014,0,24490,George McNeill,43.64,24,55
2014,0,30110,Kyle Stanley,43.48,30,69
2014,0,32150,Michael Thompson,43.4,23,53
2014,0,22913,John Rollins,43.1,25,58
2014,0,31193,Jim Renner,42.86,21,49
2014,0,25804,Bubba Watson,42.22,19,45
2014,0,34098,Russell Henley,41.94,26,62
2014,0,32334,Charlie Beljan,41.82,23,55
2014,0,26679,Kevin Stadler,41.67,25,60
2014,0,37273,Derek Ernst,40.82,20,49
2014,0,7867,Woody Austin,40.48,17,42
2014,0,27095,Nick Watney,40.48,17,42
2014,0,24358,Robert Garrigus,39.39,26,66
2014,0,25900,Lucas Glover,38.1,16,42
2014,0,26329,Louis Oosthuizen,37.5,9,24
2014,0,27933,John Merrick,36.36,20,55
2014,0,35541,John Peterson,33.9,20,59
2014,0,23353,J.J. Henry,33.33,14,42
2014,0,35732,Wes Roach,31.43,11,35
2014,0,30750,Tommy Gainey,26.79,15,56
2013,0,22792,Peter Hanson,78.95,15,19
2013,0,20229,Stewart Cink,73.91,34,46
2013,0,21099,David Lynn,72.5,29,40
2013,0,8793,Tiger Woods,72.22,26,36
2013,0,23108,Matt Kuchar,71.43,45,63
2013,0,24357,K.J. Choi,71.15,37,52
2013,0,20766,Padraig Harrington,70.83,17,24
2013,0,20098,Stuart Appleby,69.23,45,65
2013,0,26497,Casey Wittenberg,68.97,40,58
2013,0,8725,Tom Gillis,67.74,42,62
2013,0,27649,Brandt Snedeker,67.35,33,49
2013,0,25274,Steven Bowditch,67.27,37,55
2013,0,33419,Cameron Tringale,67.24,39,58
2013,0,1320,Bob Estes,67.19,43,64
2013,0,19846,Brian Gay,67.19,43,64
2013,0,19970,Robert Karlsson,66.67,24,36
2013,0,2206,David Toms,66.67,14,21
2013,0,34021,Bud Cauley,66.0,33,50
2013,0,28310,Lee Williams,65.91,29,44
2013,0,22295,Darron Stiles,65.79,25,38
2013,0,34360,Patrick Reed,65.71,46,70
2013,0,24138,Ian Poulter,65.63,21,32
2013,0,32366,Kevin Chappell,65.52,38,58
2013,0,29740,Brad Fritsch,65.43,53,81
2013,0,28089,Jason Day,65.38,34,52
2013,0,29221,Webb Simpson,65.38,34,52
2013,0,29518,Brendan Steele,64.79,46,71
2013,0,22405,Justin Rose,64.71,22,34
2013,0,23800,Bryce Molder,64.29,45,70
2013,0,27120,Troy Matteson,64.0,32,50
2013,0,23409,James Driscoll,63.79,37,58
2013,0,32102,Rickie Fowler,63.64,35,55
2013,0,22806,Doug LaBelle II,63.46,33,52
2013,0,25686,Jason Dufner,62.79,27,43
2013,0,24502,Adam Scott,62.79,27,43
2013,0,24507,Jason Bohn,62.71,37,59
2013,0,10423,Mike Weir,62.5,35,56
2013,0,23638,Brendon de Jonge,62.34,48,77
2013,0,23135,Tim Clark,62.16,23,37
2013,0,21753,Brian Davis,62.11,59,95
2013,0,1810,Phil Mickelson,61.82,34,55
2013,0,23983,Luke Donald,61.54,24,39
2013,0,8075,Jerry Kelly,61.54,32,52
2013,0,26679,Kevin Stadler,61.54,32,52
2013,0,20593,Greg Chalmers,61.4,35,57
2013,0,23541,Ben Crane,61.36,27,44
2013,0,21209,Sergio Garcia,61.36,27,44
2013,0,33141,Keegan Bradley,61.19,41,67
2013,0,34046,Jordan Spieth,61.02,36,59
2013,0,26596,Ryan Moore,60.87,28,46
2013,0,32150,Michael Thompson,60.78,31,51
2013,0,27895,Jonas Blixt,60.61,40,66
2013,0,1724,Jeff Maggert,60.53,23,38
2013,0,22056,Cameron Percy,60.42,29,48
2013,0,23497,Tag Ridings,60.42,29,48
2013,0,31202,William McGirt,60.38,32,53
2013,0,25632,Jimmy Walker,60.32,38,63
2013,0,10809,Jim Furyk,60.0,36,60
2013,0,21731,Freddie Jacobson,60.0,30,50
2013,0,6527,Steve Stricker,60.0,12,20
2013,0,12782,Tim Herron,59.52,25,42
2013,0,27770,Camilo Villegas,58.93,33,56
2013,0,34174,John Huh,58.82,40,68
2013,0,34261,Scott Langley,58.82,30,51
2013,0,33418,Shawn Stefani,58.7,27,46
2013,0,21961,Charles Howell III,58.49,31,53
2013,0,22371,Aaron Baddeley,58.33,35,60
2013,0,31560,Brian Stuard,58.33,28,48
2013,0,24494,Erik Compton,58.06,36,62
2013,0,25562,Andres Romero,58.06,36,62
2013,0,28500,Martin Flores,57.97,40,69
2013,0,27214,Kevin Streelman,57.75,41,71
2013,0,24781,Hunter Mahan,57.63,34,59
2013,0,27963,Chris Stroud,57.58,38,66
2013,0,26331,Charl Schwartzel,57.14,44,77
2013,0,28259,Sangmoon Bae,56.94,41,72
2013,0,34099,Harris English,56.94,41,72
2013,0,28780,Nicholas Thompson,56.94,41,72
2013,0,30692,Scott Stallings,56.92,37,65
2013,0,35139,Richard Lee,56.34,40,71
2013,0,33461,Morgan Hoffmann,56.25,27,48
2013,0,26300,Matt Jones,56.25,36,64
2013,0,23320,Ryan Palmer,55.93,33,59
2013,0,26289,Boo Weekley,55.74,34,61
2013,0,34409,David Lingmerth,55.56,35,63
2013,0,20160,Charlie Wi,55.29,47,85
2013,0,28307,Matt Every,55.26,42,76
2013,0,30711,Colt Knost,55.1,27,49
2013,0,30163,Henrik Norlander,55.1,27,49
2013,0,20691,Greg Owen,55.0,33,60
2013,0,6567,Vijay Singh,54.9,28,51
2013,0,24924,Bill Haas,54.55,30,55
2013,0,22378,Trevor Immelman,54.55,24,44
2013,0,24140,Sean O'Hair,54.55,24,44
2013,0,10213,Dicky Pride,54.55,30,55
2013,0,23621,Rory Sabbatini,54.39,31,57
2013,0,6522,Ernie Els,54.29,19,35
2013,0,30925,Dustin Johnson,54.29,19,35
2013,0,34098,Russell Henley,54.24,32,59
2013,0,25336,Alistair Presnell,53.66,22,41
2013,0,6573,Brandt Jobe,53.57,30,56
2013,0,12716,Charley Hoffman,53.42,39,73
2013,0,20396,Lee Westwood,53.33,24,45
2013,0,35539,Luke Guthrie,53.13,34,64
2013,0,25572,Graeme McDowell,53.13,17,32
2013,0,20572,Rod Pampling,52.94,18,34
2013,0,29420,Billy Horschel,52.87,46,87
2013,0,27936,Martin Laird,52.83,28,53
2013,0,6004,Stephen Ames,52.78,19,36
2013,0,12510,Chad Campbell,52.73,29,55
2013,0,30852,Ryo Ishikawa,52.63,30,57
2013,0,22913,John Rollins,52.63,30,57
2013,0,30944,Jason Kokrak,52.56,41,78
2013,0,25834,Daniel Summerhays,52.5,42,80
2013,0,30926,Chris Kirk,52.38,33,63
2013,0,10885,Robert Allenby,51.72,30,58
2013,0,10860,Justin Leonard,51.72,30,58
2013,0,22961,David Mathis,51.61,32,62
2013,0,20443,Jin Park,51.52,17,33
2013,0,21528,Henrik Stenson,51.35,19,37
2013,0,36884,Ben Kohles,50.98,26,51
2013,0,24663,Y.E. Yang,50.98,26,51
2013,0,27129,Luke List,50.91,28,55
2013,0,32200,Roberto Castro,50.77,33,65
2013,0,24227,Justin Bolli,50.0,23,46
2013,0,28679,Fabián Gómez,50.0,29,58
2013,0,29289,S.Y. Noh,50.0,26,52
2013,0,27330,Josh Teater,50.0,28,56
2013,0,24361,Pat Perez,49.25,33,67
2013,0,32448,James Hahn,49.15,29,59
2013,0,32334,Charlie Beljan,49.12,28,57
2013,0,24846,Ricky Barnes,49.02,25,51
2013,0,22046,Geoff Ogilvy,48.98,24,49
2013,0,28237,Rory McIlroy,48.65,18,37
2013,0,27644,Brian Harman,48.61,35,72
2013,0,28475,Jeff Overton,48.53,33,68
2013,0,27408,Martin Kaymer,48.28,14,29
2013,0,27933,John Merrick,48.28,28,58
2013,0,27436,Graham DeLaet,48.21,27,56
2013,0,21878,Mark Wilson,47.92,23,48
2013,0,20104,Ken Duke,47.14,33,70
2013,0,30750,Tommy Gainey,47.06,32,68
2013,0,26476,Chez Reavie,47.06,32,68
2013,0,25345,Carl Pettersson,46.97,31,66
2013,0,25804,Bubba Watson,46.67,21,45
2013,0,27095,Nick Watney,46.55,27,58
2013,0,25900,Lucas Glover,46.15,18,39
2013,0,25240,D.A. Points,46.03,29,63
2013,0,31557,Jim Herman,45.95,17,37
2013,0,29479,Scott Brown,45.45,25,55
2013,0,27503,Steve LeBrun,45.45,20,44
2013,0,25818,Scott Piercy,45.45,30,66
2013,0,27556,Ted Potter Jr.,45.45,20,44
2013,0,23325,Vaughn Taylor,45.45,15,33
2013,0,24399,Scott Gardiner,45.16,28,62
2013,0,26951,Johnson Wagner,45.1,23,51
2013,0,24024,Zach Johnson,45.0,18,40
2013,0,23623,Bo Van Pelt,45.0,27,60
2013,0,28092,D.H. Lee,44.9,22,49
2013,0,23353,J.J. Henry,44.64,25,56
2013,0,25444,Justin Hicks,44.44,24,54
2013,0,24490,George McNeill,43.75,21,48
2013,0,31323,Gary Woodland,43.66,31,71
2013,0,37273,Derek Ernst,43.4,23,53
2013,0,28135,Aaron Watkins,43.33,13,30
2013,0,34431,Robert Streb,43.14,22,51
2013,0,22621,Ben Curtis,42.42,14,33
2013,0,26758,David Hearn,42.42,28,66
2013,0,26851,Marc Leishman,42.0,21,50
2013,0,20645,John Senden,41.94,26,62
2013,0,32698,Bobby Gates,40.0,20,50
2013,0,30110,Kyle Stanley,38.89,21,54
2013,0,33869,Eric Meierdierks,38.46,15,39
2013,0,24358,Robert Garrigus,37.78,17,45
2013,0,1116,Michael Bradley,37.5,12,32
2013,0,23452,Nicolas Colsaerts,35.0,14,40
2013,0,20848,Ángel Cabrera,34.69,17,49
2013,0,29425,Andrew Svoboda,33.33,9,27
2013,0,23788,D.J. Trahan,32.0,8,25
2013,0,28455,Will Claxton,28.95,11,38
2012,0,24924,Bill Haas,72.92,35,48
2012,0,22405,Justin Rose,72.55,37,51
2012,0,19846,Brian Gay,71.64,48,67
2012,0,6251,Chris DiMarco,70.67,53,75
2012,0,21209,Sergio Garcia,69.57,32,46
2012,0,20593,Greg Chalmers,68.24,58,85
2012,0,24357,K.J. Choi,68.09,32,47
2012,0,27895,Jonas Blixt,67.9,55,81
2012,0,33120,Mark Anderson,67.8,40,59
2012,0,27649,Brandt Snedeker,67.24,39,58
2012,0,20850,Daniel Chopra,66.67,26,39
2012,0,20766,Padraig Harrington,65.96,31,47
