YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
2000,0,8375,Paul Stankowski,14.29,42,294
2000,0,1577,Lee Janzen,14.25,52,365
2000,0,6617,Brian Henninger,14.12,50,354
2000,0,10585,Scott McCarron,14.07,56,398
2000,0,2245,Grant Waite,14.04,49,349
2000,0,1724,Jeff Maggert,14.02,45,321
2000,0,7749,Brett Quigley,14.01,36,257
2000,0,6581,David Sutherland,13.98,59,422
2000,0,1797,Rocco Mediate,13.95,41,294
2000,0,8547,John Maginnes,13.86,56,404
2000,0,1307,Joel Edwards,13.75,55,400
2000,0,1374,Robin Freeman,13.75,55,400
2000,0,20574,Mathew Goggin,13.74,50,364
2000,0,6315,Pete Jordan,13.73,57,415
2000,0,21593,Keith Nolan,13.73,32,233
2000,0,1418,Bill Glasson,13.72,52,379
2000,0,1072,Chip Beck,13.71,27,197
2000,0,10201,Matt Gogel,13.66,47,344
2000,0,2110,Jerry Smith,13.66,56,410
2000,0,9011,David Duval,13.57,35,258
2000,0,6350,Bob May,13.57,49,361
2000,0,1823,Larry Mize,13.57,38,280
2000,0,1175,Jim Carter,13.56,51,376
2000,0,1706,Davis Love III,13.54,49,362
2000,0,1378,David Frost,13.52,33,244
2000,0,6090,Jim McGovern,13.49,29,215
2000,0,1142,Bart Bryant,13.47,40,297
2000,0,20098,Stuart Appleby,13.46,42,312
2000,0,1191,Barry Cheesman,13.46,51,379
2000,0,10962,Bradley Hughes,13.46,49,364
2000,0,6567,Vijay Singh,13.45,48,357
2000,0,7457,Steve Flesch,13.39,64,478
2000,0,1157,Tom Byrum,13.33,48,360
2000,0,1185,Brandel Chamblee,13.33,38,285
2000,0,6251,Chris DiMarco,13.32,61,458
2000,0,7867,Woody Austin,13.29,55,414
2000,0,1139,Olin Browne,13.25,53,400
2000,0,12823,Carlos Franco,13.25,44,332
2000,0,8385,Omar Uresti,13.25,51,385
2000,0,1920,Craig Parry,13.24,36,272
2000,0,1042,Paul Azinger,13.17,37,281
2000,0,1887,Mark O'Meara,13.15,28,213
2000,0,6332,Neal Lancaster,13.14,51,388
2000,0,1313,Steve Elkington,13.12,29,221
2000,0,12753,David Morland IV,13.11,46,351
2000,0,1093,Ronnie Black,13.08,42,321
2000,0,1553,John Huston,13.08,42,321
2000,0,1024,Billy Andrade,13.07,46,352
2000,0,1320,Bob Estes,13.06,32,245
2000,0,11011,Mike Sposa,13.04,39,299
2000,0,1326,Nick Faldo,13.02,25,192
2000,0,2257,Brian Watts,13.02,47,361
2000,0,20593,Greg Chalmers,13.01,48,369
2000,0,1203,Russ Cochran,12.97,38,293
2000,0,2279,Mark Wiebe,12.96,49,378
2000,0,24357,K.J. Choi,12.95,47,363
2000,0,1282,Trevor Dodds,12.94,44,340
2000,0,1161,Mark Calcavecchia,12.91,47,364
2000,0,20105,Jeff Gove,12.91,43,333
2000,0,6012,Greg Kraft,12.9,56,434
2000,0,20095,Carl Paulson,12.89,54,419
2000,0,6573,Brandt Jobe,12.85,46,358
2000,0,10912,Craig Perks,12.76,43,337
2000,0,6522,Ernie Els,12.69,33,260
2000,0,8545,Glen Hnatiuk,12.64,46,364
2000,0,7763,Doug Dunakey,12.62,41,325
2000,0,19824,Craig Barlow,12.56,49,390
2000,0,20043,Edward Fryatt,12.56,49,390
2000,0,10963,Jimmy Green,12.54,42,335
2000,0,6036,Scott Dunlap,12.47,53,425
2000,0,1361,Dan Forsman,12.47,45,361
2000,0,21949,Joe Ogilvie,12.4,46,371
2000,0,1035,Tommy Armour III,12.36,45,364
2000,0,23614,Rich Beem,12.35,40,324
2000,0,1766,Billy Mayfair,12.32,44,357
2000,0,6575,Dudley Hart,12.29,36,293
2000,0,6044,Scott Gump,12.18,52,427
2000,0,6014,Eric Booker,12.17,42,345
2000,0,1323,Brad Fabel,12.15,44,362
2000,0,22064,Craig Spence,12.14,42,346
2000,0,1014,Fulton Allem,12.09,37,306
2000,0,8535,Gary Nicklaus,12.05,40,332
2000,0,1943,Chris Perry,12.03,51,424
2000,0,1938,David Peoples,11.91,48,403
2000,0,1132,Mark Brooks,11.9,42,353
2000,0,19846,Brian Gay,11.85,48,405
2000,0,2218,Ted Tryba,11.82,52,440
2000,0,10423,Mike Weir,11.76,44,374
2000,0,1219,John Cook,11.73,42,358
2000,0,1707,Steve Lowery,11.64,49,421
2000,0,10569,Mike Brisky,11.58,41,354
2000,0,1063,Ben Bates,11.5,49,426
2000,0,20127,Chris Riley,11.49,44,383
2000,0,1905,Joe Ozaki,11.48,24,209
2000,0,1723,Andrew Magee,11.33,34,300
2000,0,20029,Notah Begay III,11.3,34,301
2000,0,1040,Emlyn Aubrey,11.2,29,259
2000,0,22913,John Rollins,11.19,33,295
2000,0,12449,Ryan Howison,11.11,37,333
2000,0,20445,Casey Martin,11.11,40,360
2000,0,10860,Justin Leonard,11.08,41,370
2000,0,1249,John Daly,11.03,31,281
2000,0,1533,P.H. Horgan III,10.94,29,265
2000,0,1927,Dennis Paulson,10.94,35,320
2000,0,12388,Michael Clark II,10.84,35,323
2000,0,6140,Sean Murphy,10.81,44,407
2000,0,1261,Jay Delsing,10.79,41,380
2000,0,6431,Jean Van de Velde,10.73,28,261
2000,0,2010,Loren Roberts,10.71,36,336
2000,0,1376,Bob Friend,10.61,40,377
2000,0,21805,Harrison Frazar,10.56,30,284
2000,0,12652,Cameron Beckman,10.54,35,332
2000,0,1569,Peter Jacobsen,10.45,28,268
2000,0,20099,Doug Barron,10.42,35,336
2000,0,10117,Bob Heintz,10.4,36,346
2000,0,1116,Michael Bradley,10.37,31,299
2000,0,11653,Paul Curry,10.23,27,264
2000,0,1457,Jay Haas,10.06,32,318
2000,0,12680,Shigeki Maruyama,9.94,33,332
2000,0,1489,Steve Hart,9.82,28,285
2000,0,1510,Nolan Henke,9.66,31,321
2000,0,1975,Tom Purtzer,9.65,22,228
2000,0,1761,Len Mattiace,9.47,41,433
2000,0,19822,Bobby Cochran,9.39,29,309
2000,0,7363,Craig Bowden,9.13,20,219
2000,0,23656,Jason Caron,8.52,26,305
2000,0,8243,Aaron Bengoechea,7.41,22,297
2000,0,1408,Kelly Gibson,7.12,24,337
2000,0,6527,Steve Stricker,6.94,17,245
1999,0,10809,Jim Furyk,16.99,62,365
1999,0,9011,David Duval,16.85,47,279
1999,0,2257,Brian Watts,16.82,54,321
1999,0,2131,Mike Springer,16.76,59,352
1999,0,2010,Loren Roberts,16.57,60,362
1999,0,1823,Larry Mize,16.55,47,284
1999,0,6809,Bob Burns,16.43,59,359
1999,0,1724,Jeff Maggert,16.19,51,315
1999,0,1748,Doug Martin,16.15,63,390
1999,0,21007,Gabriel Hjertstedt,16.06,62,386
1999,0,1968,Nick Price,15.95,37,232
1999,0,12823,Carlos Franco,15.75,43,273
1999,0,10569,Mike Brisky,15.65,49,313
1999,0,8931,Glen Day,15.53,57,367
1999,0,2223,Bob Tway,15.47,56,362
1999,0,1633,Tom Kite,15.45,36,233
1999,0,1072,Chip Beck,15.38,46,299
1999,0,8793,Tiger Woods,15.36,45,293
1999,0,20498,Briny Baird,15.24,48,315
1999,0,1388,Robert Gamez,15.23,37,243
1999,0,1323,Brad Fabel,15.08,54,358
1999,0,12660,Jesper Parnevik,15.04,37,246
1999,0,1891,David Ogrin,15.02,35,233
1999,0,6567,Vijay Singh,15.01,59,393
1999,0,6655,Geoffrey Sisk,15.0,48,320
1999,0,1024,Billy Andrade,14.96,51,341
1999,0,2133,Craig Stadler,14.93,30,201
1999,0,6581,David Sutherland,14.92,54,362
1999,0,6617,Brian Henninger,14.91,58,389
1999,0,11032,Frank Lickliter II,14.89,63,423
1999,0,8537,J.P. Hayes,14.88,54,363
1999,0,6004,Stephen Ames,14.86,33,222
1999,0,1457,Jay Haas,14.79,46,311
1999,0,1361,Dan Forsman,14.75,55,373
1999,0,6522,Ernie Els,14.73,33,224
1999,0,1887,Mark O'Meara,14.67,33,225
1999,0,6643,Paul Goydos,14.62,56,383
1999,0,1320,Bob Estes,14.59,61,418
1999,0,20099,Doug Barron,14.4,52,361
1999,0,10585,Scott McCarron,14.37,51,355
1999,0,11123,Chris Couch,14.33,42,293
1999,0,6036,Scott Dunlap,14.33,47,328
1999,0,2146,Payne Stewart,14.29,37,259
1999,0,1261,Jay Delsing,14.24,44,309
1999,0,1928,Corey Pavin,14.24,46,323
1999,0,2321,Fuzzy Zoeller,14.22,31,218
1999,0,1945,Kenny Perry,14.2,47,331
1999,0,10425,Jay Williamson,14.2,47,331
1999,0,23623,Bo Van Pelt,14.14,42,297
1999,0,1761,Len Mattiace,14.13,53,375
1999,0,1533,P.H. Horgan III,14.11,56,397
1999,0,10860,Justin Leonard,14.11,56,397
1999,0,12645,Brent Geiberger,14.04,58,413
1999,0,8547,John Maginnes,14.02,52,371
1999,0,1810,Phil Mickelson,13.95,42,301
1999,0,1677,Tom Lehman,13.92,44,316
1999,0,1510,Nolan Henke,13.91,47,338
1999,0,2206,David Toms,13.91,58,417
1999,0,1619,Skip Kendall,13.82,59,427
1999,0,10423,Mike Weir,13.81,54,391
1999,0,1203,Russ Cochran,13.77,46,334
1999,0,1418,Bill Glasson,13.77,42,305
1999,0,12652,Cameron Beckman,13.76,45,327
1999,0,1139,Olin Browne,13.75,44,320
1999,0,10213,Dicky Pride,13.74,47,342
1999,0,1926,Steve Pate,13.66,50,366
1999,0,1226,Fred Couples,13.51,30,222
1999,0,6527,Steve Stricker,13.5,37,274
1999,0,1707,Steve Lowery,13.47,54,401
1999,0,8375,Paul Stankowski,13.46,42,312
1999,0,1132,Mark Brooks,13.44,59,439
1999,0,1185,Brandel Chamblee,13.44,41,305
1999,0,1329,Brad Faxon,13.44,34,253
1999,0,10963,Jimmy Green,13.44,41,305
1999,0,2239,Scott Verplank,13.41,46,343
1999,0,1157,Tom Byrum,13.37,48,359
1999,0,20094,Jonathan Kaye,13.3,58,436
1999,0,1943,Chris Perry,13.28,64,482
1999,0,1040,Emlyn Aubrey,13.17,27,205
1999,0,1577,Lee Janzen,13.13,42,320
1999,0,20029,Notah Begay III,13.11,51,389
1999,0,6575,Dudley Hart,13.06,44,337
1999,0,6140,Sean Murphy,13.06,44,337
1999,0,7867,Woody Austin,13.04,51,391
1999,0,1313,Steve Elkington,13.03,34,261
1999,0,12782,Tim Herron,13.01,48,369
1999,0,1604,Steve Jurgensen,13.0,29,223
1999,0,1127,Danny Briggs,12.99,40,308
1999,0,1096,Phil Blackmar,12.98,47,362
1999,0,20229,Stewart Cink,12.98,47,362
1999,0,1941,Tom Pernice Jr.,12.95,47,363
1999,0,7753,Kevin Wentworth,12.94,37,286
1999,0,6621,Joe Durant,12.93,41,317
1999,0,1549,Mike Hulbert,12.93,53,410
1999,0,1098,Jay Don Blake,12.9,48,372
1999,0,6064,Jeff Gallagher,12.83,48,374
1999,0,7457,Steve Flesch,12.81,51,398
1999,0,8993,Franklin Langham,12.81,51,398
1999,0,2170,Hal Sutton,12.79,44,344
1999,0,2104,Jeff Sluman,12.76,55,431
1999,0,1527,Scott Hoch,12.69,51,402
1999,0,20124,Alan Bratton,12.63,37,293
1999,0,6595,Kevin Sutherland,12.6,49,389
1999,0,10649,Tom Scherrer,12.53,47,375
1999,0,23614,Rich Beem,12.45,32,257
1999,0,21949,Joe Ogilvie,12.43,46,370
1999,0,10962,Bradley Hughes,12.4,48,387
1999,0,2007,Larry Rinker,12.36,44,356
1999,0,1378,David Frost,12.34,39,316
1999,0,1161,Mark Calcavecchia,12.3,46,374
1999,0,8075,Jerry Kelly,12.3,54,439
1999,0,1927,Dennis Paulson,12.28,49,399
1999,0,11011,Mike Sposa,12.26,44,359
1999,0,6613,Tommy Tolles,12.26,38,310
1999,0,2279,Mark Wiebe,12.26,38,310
1999,0,1553,John Huston,12.24,35,286
1999,0,7749,Brett Quigley,12.24,30,245
1999,0,1975,Tom Purtzer,12.21,26,213
1999,0,2008,Lee Rinker,12.2,45,369
1999,0,1219,John Cook,12.15,39,321
1999,0,1771,Blaine McCallister,12.11,46,380
1999,0,1385,Jim Gallagher Jr.,12.08,40,331
1999,0,6332,Neal Lancaster,12.03,45,374
1999,0,1599,Steve Jones,11.98,26,217
1999,0,8553,Lee Porter,11.98,43,359
1999,0,2218,Ted Tryba,11.98,52,434
1999,0,1282,Trevor Dodds,11.92,46,386
1999,0,1063,Ben Bates,11.91,48,403
1999,0,2294,Willie Wood,11.9,35,294
1999,0,1723,Andrew Magee,11.82,39,330
1999,0,1381,Fred Funk,11.8,55,466
1999,0,6078,Esteban Toledo,11.78,51,433
1999,0,1014,Fulton Allem,11.73,36,307
1999,0,8385,Omar Uresti,11.69,49,419
1999,0,7763,Doug Dunakey,11.68,41,351
1999,0,23621,Rory Sabbatini,11.67,37,317
1999,0,2106,Chris Smith,11.67,37,317
1999,0,1685,J.L. Lewis,11.66,45,386
1999,0,6062,Charles Raulerson,11.62,48,413
1999,0,20127,Chris Riley,11.57,39,337
1999,0,6599,John Elliott,11.53,37,321
1999,0,1569,Peter Jacobsen,11.53,34,295
1999,0,2101,Joey Sindelar,11.53,34,295
1999,0,20213,Katsumasa Miyamoto,11.52,28,243
1999,0,1920,Craig Parry,11.51,29,252
1999,0,10885,Robert Allenby,11.5,39,339
1999,0,8123,Jeff Brehaut,11.5,36,313
1999,0,1376,Bob Friend,11.5,53,461
1999,0,1035,Tommy Armour III,11.45,41,358
1999,0,1331,Rick Fehr,11.42,33,289
1999,0,8045,Perry Moss,11.42,33,289
1999,0,23349,Charles Warren,11.39,32,281
1999,0,19824,Craig Barlow,11.37,39,343
1999,0,1093,Ronnie Black,11.35,26,229
1999,0,2023,Clarence Rose,11.28,22,195
1999,0,6012,Greg Kraft,11.26,43,382
1999,0,6251,Chris DiMarco,11.25,45,400
1999,0,1042,Paul Azinger,11.22,33,294
1999,0,1374,Robin Freeman,11.15,36,323
1999,0,20593,Greg Chalmers,11.14,48,431
1999,0,1116,Michael Bradley,11.11,33,297
1999,0,19881,Robert Damron,11.11,49,441
1999,0,19846,Brian Gay,11.11,31,279
1999,0,10733,Kent Jones,11.07,30,271
1999,0,10107,Deane Pappas,11.04,37,335
1999,0,6315,Pete Jordan,10.99,40,364
1999,0,6044,Scott Gump,10.93,41,375
1999,0,1766,Billy Mayfair,10.87,35,322
1999,0,7101,Dave Stockton Jr.,10.8,39,361
1999,0,1797,Rocco Mediate,10.66,34,319
1999,0,2245,Grant Waite,10.63,42,395
1999,0,20098,Stuart Appleby,10.54,37,351
1999,0,1175,Jim Carter,10.49,41,391
1999,0,10457,Frank Nobilo,10.46,34,325
1999,0,6014,Eric Booker,10.44,38,364
1999,0,2246,Duffy Waldorf,10.37,36,347
1999,0,1706,Davis Love III,10.24,30,293
1999,0,1996,Mike Reid,10.23,31,303
1999,0,1191,Barry Cheesman,10.18,40,393
1999,0,1905,Joe Ozaki,10.1,20,198
1999,0,2242,Lanny Wadkins,10.04,23,229
1999,0,7781,Ty Armstrong,9.97,31,311
1999,0,1266,Clark Dennis,9.78,35,358
1999,0,21959,Ted Purdy,9.65,25,259
1999,0,21805,Harrison Frazar,9.49,37,390
1999,0,12663,Phil Tataurangi,9.09,26,286
1999,0,2214,Kirk Triplett,8.93,31,347
1999,0,2099,Scott Simpson,8.89,20,225
1999,0,1705,Tim Loustalot,8.61,23,267
1999,0,1249,John Daly,8.27,21,254
1999,0,2267,D.A. Weibring,7.44,16,215
1999,0,22292,David Seawell,7.25,15,207
1998,0,8375,Paul Stankowski,19.03,59,310
1998,0,1823,Larry Mize,18.1,59,326
1998,0,19883,Joe Daley,18.05,50,277
1998,0,1098,Jay Don Blake,17.98,57,317
1998,0,1329,Brad Faxon,17.63,58,329
1998,0,1926,Steve Pate,17.6,60,341
1998,0,2321,Fuzzy Zoeller,17.52,48,274
1998,0,1797,Rocco Mediate,17.22,57,331
1998,0,1943,Chris Perry,16.59,72,434
1998,0,7101,Dave Stockton Jr.,16.41,43,262
1998,0,1553,John Huston,16.35,61,373
1998,0,12663,Phil Tataurangi,16.3,52,319
1998,0,6567,Vijay Singh,16.18,61,377
1998,0,9011,David Duval,16.17,54,334
1998,0,6643,Paul Goydos,15.76,64,406
1998,0,1376,Bob Friend,15.74,54,343
1998,0,6251,Chris DiMarco,15.68,61,389
1998,0,1035,Tommy Armour III,15.58,55,353
1998,0,1282,Trevor Dodds,15.57,57,366
1998,0,1510,Nolan Henke,15.41,55,357
1998,0,8537,J.P. Hayes,15.38,42,273
1998,0,20094,Jonathan Kaye,15.35,39,254
1998,0,1024,Billy Andrade,15.32,59,385
1998,0,6527,Steve Stricker,15.32,51,333
1998,0,1185,Brandel Chamblee,15.31,49,320
1998,0,1388,Robert Gamez,15.3,43,281
1998,0,6621,Joe Durant,15.26,49,321
1998,0,1766,Billy Mayfair,15.24,55,361
1998,0,8385,Omar Uresti,15.16,67,442
1998,0,12782,Tim Herron,15.12,57,377
1998,0,21593,Keith Nolan,15.07,33,219
1998,0,2106,Chris Smith,15.05,56,372
1998,0,1887,Mark O'Meara,14.96,41,274
1998,0,1381,Fred Funk,14.94,69,462
1998,0,1619,Skip Kendall,14.93,63,422
1998,0,2104,Jeff Sluman,14.88,64,430
1998,0,20229,Stewart Cink,14.87,58,390
1998,0,1533,P.H. Horgan III,14.86,63,424
1998,0,12645,Brent Geiberger,14.85,53,357
1998,0,1945,Kenny Perry,14.85,49,330
1998,0,1191,Barry Cheesman,14.81,56,378
1998,0,6581,David Sutherland,14.81,56,378
1998,0,1161,Mark Calcavecchia,14.65,57,389
1998,0,6012,Greg Kraft,14.63,49,335
1998,0,6044,Scott Gump,14.62,57,390
1998,0,1891,David Ogrin,14.6,59,404
1998,0,1677,Tom Lehman,14.51,46,317
1998,0,2010,Loren Roberts,14.46,47,325
1998,0,10569,Mike Brisky,14.45,51,353
1998,0,2206,David Toms,14.45,50,346
1998,0,6613,Tommy Tolles,14.42,47,326
1998,0,1203,Russ Cochran,14.37,51,355
1998,0,2099,Scott Simpson,14.35,33,230
1998,0,1607,Brian Kamm,14.34,41,286
1998,0,1599,Steve Jones,14.33,46,321
1998,0,2023,Clarence Rose,14.32,57,398
1998,0,6004,Stephen Ames,14.29,30,210
1998,0,1475,Donnie Hammond,14.29,50,350
1998,0,1577,Lee Janzen,14.29,47,329
1998,0,2239,Scott Verplank,14.29,55,385
1998,0,1761,Len Mattiace,14.25,59,414
1998,0,1810,Phil Mickelson,14.2,45,317
1998,0,7753,Kevin Wentworth,14.2,45,317
1998,0,1219,John Cook,14.17,53,374
1998,0,2131,Mike Springer,14.08,60,426
1998,0,1320,Bob Estes,14.05,59,420
1998,0,7569,Mark Carnevale,14.02,53,378
1998,0,8075,Jerry Kelly,14.02,53,378
1998,0,7457,Steve Flesch,14.0,56,400
1998,0,1960,Don Pooley,13.99,34,243
1998,0,2223,Bob Tway,13.97,56,401
1998,0,6214,Guy Boros,13.96,49,351
1998,0,6064,Jeff Gallagher,13.93,50,359
1998,0,6090,Jim McGovern,13.91,48,345
1998,0,1706,Davis Love III,13.8,41,297
1998,0,2159,Curtis Strange,13.79,28,203
1998,0,1748,Doug Martin,13.74,61,444
1998,0,2170,Hal Sutton,13.67,57,417
1998,0,8793,Tiger Woods,13.65,40,293
1998,0,1266,Clark Dennis,13.62,41,301
1998,0,1302,R.W. Eaks,13.62,44,323
1998,0,6078,Esteban Toledo,13.6,51,375
1998,0,11032,Frank Lickliter II,13.55,58,428
1998,0,1157,Tom Byrum,13.4,50,373
1998,0,7235,John Morse,13.39,32,239
1998,0,1707,Steve Lowery,13.33,46,345
1998,0,1920,Craig Parry,13.3,25,188
1998,0,1068,Andy Bean,13.27,26,196
1998,0,2101,Joey Sindelar,13.25,51,385
1998,0,8931,Glen Day,13.24,49,370
1998,0,8553,Lee Porter,13.24,49,370
1998,0,1139,Olin Browne,13.23,41,310
1998,0,8339,Spike McRoy,13.07,46,352
1998,0,8545,Glen Hnatiuk,13.06,44,337
1998,0,21631,Iain Steel,13.04,33,253
1998,0,1724,Jeff Maggert,12.95,43,332
1998,0,21584,Richie Coughlan,12.93,49,379
1998,0,8993,Franklin Langham,12.9,48,372
1998,0,1996,Mike Reid,12.89,41,318
1998,0,1063,Ben Bates,12.84,52,405
1998,0,1685,J.L. Lewis,12.83,49,382
1998,0,6595,Kevin Sutherland,12.81,52,406
1998,0,2218,Ted Tryba,12.8,54,422
1998,0,2146,Payne Stewart,12.79,39,305
1998,0,10860,Justin Leonard,12.72,51,401
1998,0,7087,Hugh Royer III,12.69,42,331
1998,0,1408,Kelly Gibson,12.67,55,434
1998,0,1771,Blaine McCallister,12.59,53,421
1998,0,10809,Jim Furyk,12.56,51,406
1998,0,6791,Mark Wurtz,12.56,28,223
1998,0,10213,Dicky Pride,12.55,30,239
1998,0,2002,John Riegger,12.54,42,335
1998,0,20099,Doug Barron,12.5,45,360
1998,0,1457,Jay Haas,12.5,40,320
1998,0,1261,Jay Delsing,12.46,38,305
1998,0,6315,Pete Jordan,12.43,45,362
1998,0,6270,Bobby Gage,12.38,26,210
1998,0,2241,Bobby Wadkins,12.33,45,365
1998,0,6575,Dudley Hart,12.31,41,333
1998,0,20098,Stuart Appleby,12.26,32,261
1998,0,1249,John Daly,12.26,38,310
1998,0,1326,Nick Faldo,12.24,24,196
1998,0,1175,Jim Carter,12.21,52,426
1998,0,2133,Craig Stadler,12.2,30,246
1998,0,2007,Larry Rinker,12.17,46,378
1998,0,1323,Brad Fabel,12.13,45,371
1998,0,10962,Bradley Hughes,12.11,31,256
1998,0,7749,Brett Quigley,12.11,43,355
1998,0,1968,Nick Price,12.1,30,248
1998,0,2135,Mike Standly,12.1,42,347
1998,0,19881,Robert Damron,12.08,43,356
1998,0,1633,Tom Kite,12.08,32,265
1998,0,1378,David Frost,12.03,35,291
1998,0,1201,Lennie Clements,12.01,34,283
1998,0,10195,Tim Conley,12.01,34,283
1998,0,2246,Duffy Waldorf,12.01,40,333
1998,0,21805,Harrison Frazar,12.0,39,325
1998,0,6522,Ernie Els,11.98,23,192
1998,0,1334,Keith Fergus,11.98,26,217
1998,0,1306,David Edwards,11.97,37,309
1998,0,1006,John Adams,11.95,30,251
1998,0,1723,Andrew Magee,11.9,45,378
1998,0,1569,Peter Jacobsen,11.74,31,264
1998,0,1042,Paul Azinger,11.7,33,282
1998,0,1361,Dan Forsman,11.61,36,310
1998,0,10733,Kent Jones,11.61,41,353
1998,0,6056,Jim Estes,11.49,30,261
1998,0,6617,Brian Henninger,11.46,44,384
1998,0,12755,Vance Veazey,11.44,31,271
1998,0,2008,Lee Rinker,11.43,48,420
1998,0,1226,Fred Couples,11.36,31,273
1998,0,1014,Fulton Allem,11.34,27,238
1998,0,19824,Craig Barlow,11.31,37,327
1998,0,1941,Tom Pernice Jr.,11.21,36,321
1998,0,1705,Tim Loustalot,11.2,29,259
1998,0,20154,Guy Hill,11.15,32,287
1998,0,1093,Ronnie Black,11.11,35,315
1998,0,1527,Scott Hoch,11.11,45,405
1998,0,1928,Corey Pavin,11.11,30,270
1998,0,1072,Chip Beck,11.07,28,253
1998,0,2214,Kirk Triplett,10.91,36,330
1998,0,1353,Bruce Fleisher,10.86,34,313
1998,0,1414,Bob Gilder,10.61,35,330
1998,0,1717,Sandy Lyle,10.57,26,246
1998,0,10207,Jimmy Johnston,10.55,25,237
1998,0,10457,Frank Nobilo,10.48,26,248
1998,0,2245,Grant Waite,10.47,40,382
1998,0,12660,Jesper Parnevik,10.43,29,278
1998,0,1133,Billy Ray Brown,10.42,27,259
1998,0,2279,Mark Wiebe,10.38,33,318
1998,0,2294,Willie Wood,10.36,35,338
1998,0,1132,Mark Brooks,10.24,38,371
1998,0,21007,Gabriel Hjertstedt,10.2,30,294
1998,0,1331,Rick Fehr,10.04,25,249
1998,0,10423,Mike Weir,10.03,31,309
1998,0,1905,Joe Ozaki,10.0,23,230
1998,0,1604,Steve Jurgensen,9.97,29,291
1998,0,1060,Dave Barr,9.88,24,243
1998,0,1468,Gary Hallberg,9.72,24,247
1998,0,1549,Mike Hulbert,9.7,35,361
1998,0,1385,Jim Gallagher Jr.,9.62,28,291
1998,0,1116,Michael Bradley,9.61,27,281
1998,0,7707,Mike Small,9.51,25,263
1998,0,6132,Sonny Skinner,9.43,33,350
1998,0,6332,Neal Lancaster,9.25,32,346
1998,0,10585,Scott McCarron,9.25,31,335
1998,0,1096,Phil Blackmar,9.06,29,320
1998,0,2267,D.A. Weibring,9.06,25,276
1997,0,9011,David Duval,17.56,69,393
1997,0,2010,Loren Roberts,17.42,58,333
1997,0,10860,Justin Leonard,17.28,70,405
1997,0,2256,Tom Watson,17.22,36,209
1997,0,2170,Hal Sutton,17.14,66,385
1997,0,8547,John Maginnes,16.95,69,407
1997,0,1960,Don Pooley,16.9,49,290
1997,0,8537,J.P. Hayes,16.71,64,383
1997,0,1823,Larry Mize,16.67,46,276
1997,0,1329,Brad Faxon,16.61,50,301
1997,0,1201,Lennie Clements,16.29,58,356
1997,0,1599,Steve Jones,16.29,51,313
1997,0,2242,Lanny Wadkins,16.2,46,284
1997,0,1682,Wayne Levi,16.18,44,272
1997,0,10569,Mike Brisky,16.05,65,405
1997,0,1161,Mark Calcavecchia,16.03,63,393
1997,0,1905,Joe Ozaki,15.85,42,265
1997,0,1334,Keith Fergus,15.81,37,234
1997,0,1157,Tom Byrum,15.78,62,393
1997,0,2049,Gene Sauers,15.74,34,216
1997,0,8931,Glen Day,15.71,52,331
1997,0,1133,Billy Ray Brown,15.66,44,281
1997,0,6044,Scott Gump,15.63,68,435
1997,0,1527,Scott Hoch,15.63,55,352
1997,0,1024,Billy Andrade,15.56,63,405
1997,0,1408,Kelly Gibson,15.54,76,489
1997,0,1968,Nick Price,15.52,36,232
1997,0,5466,Jack O'Keefe,15.51,47,303
1997,0,1810,Phil Mickelson,15.41,47,305
1997,0,12660,Jesper Parnevik,15.3,43,281
1997,0,1361,Dan Forsman,15.29,52,340
1997,0,1926,Steve Pate,15.27,51,334
1997,0,1326,Nick Faldo,15.23,30,197
1997,0,10457,Frank Nobilo,15.23,39,256
1997,0,1677,Tom Lehman,15.22,44,289
1997,0,1549,Mike Hulbert,15.19,60,395
1997,0,1577,Lee Janzen,15.15,60,396
1997,0,1533,P.H. Horgan III,15.13,54,357
1997,0,2104,Jeff Sluman,15.11,60,397
1997,0,1996,Mike Reid,15.08,49,325
1997,0,8793,Tiger Woods,15.08,49,325
1997,0,11032,Frank Lickliter II,15.07,52,345
1997,0,12782,Tim Herron,15.06,61,405
1997,0,2008,Lee Rinker,15.06,58,385
1997,0,6090,Jim McGovern,15.04,54,359
1997,0,1353,Bruce Fleisher,14.98,37,247
1997,0,1553,John Huston,14.9,45,302
1997,0,6621,Joe Durant,14.86,59,397
1997,0,1418,Bill Glasson,14.86,41,276
1997,0,1331,Rick Fehr,14.8,41,277
1997,0,1723,Andrew Magee,14.77,61,413
1997,0,1891,David Ogrin,14.77,57,386
1997,0,6567,Vijay Singh,14.71,49,333
1997,0,2294,Willie Wood,14.7,51,347
1997,0,12663,Phil Tataurangi,14.66,45,307
1997,0,1219,John Cook,14.61,58,397
1997,0,8075,Jerry Kelly,14.48,54,373
1997,0,1457,Jay Haas,14.46,47,325
1997,0,20158,Anthony Rodriguez,14.46,36,249
1997,0,1943,Chris Perry,14.45,62,429
1997,0,2133,Craig Stadler,14.44,40,277
1997,0,20099,Doug Barron,14.39,60,417
1997,0,1388,Robert Gamez,14.24,47,330
1997,0,1876,Greg Norman,14.22,29,204
1997,0,6575,Dudley Hart,14.2,45,317
1997,0,1381,Fred Funk,14.19,66,465
1997,0,1306,David Edwards,14.18,40,282
1997,0,1374,Robin Freeman,14.12,37,262
1997,0,1011,Rafael Alarcon,14.11,45,319
