YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
2005,77,0,21951,Joey Snyder III,131,Tucson,2,11 - Par 4
2005,78,0,1329,Brad Faxon,129,Shell Houston,1,6 - Par 4 -
2005,81,0,28419,Billy McKay,127,Buick Open,1,16 - Par 5
2005,82,0,22548,Patrick Sheehan,125,Reno-Tahoe Open,3,18 - Par 4
2005,83,0,6214,Guy Boros,125,B.C. Open,1,18 - Par 4
2005,84,0,1599,Steve Jones,125,MCI Heritage,2,13 - Par 4
2005,85,0,12652,Cameron Beckman,125,Buick Champ,3,18 - Par 4
2005,86,0,21805,Harrison Frazar,123,Reno-Tahoe Open,4,18 - Par 4
2005,87,0,20498,Briny Baird,123,Las Vegas,4,12 - Par 4
2005,88,0,10585,Scott McCarron,122,Shell Houston,1,6 - Par 4 -
2005,89,0,21806,Paul Gow,120,Buick Champ,4,17 - Par 4
2005,90,0,8931,Glen Day,117,B.C. Open,1,18 - Par 4
2005,92,0,1549,Mike Hulbert,117,B.C. Open,1,5 - Par 5 -
2005,94,0,1941,Tom Pernice Jr.,117,THE PLAYERS,2,11 - Par 5
2005,96,0,2245,Grant Waite,116,B.C. Open,4,15 - Par 4
2005,97,0,1161,Mark Calcavecchia,116,Milwaukee,2,9 - Par 4 -
2005,98,0,11032,Frank Lickliter II,115,Ford Champ,4,12 - Par 5
2005,99,0,10944,Thomas Bjørn,115,THE PLAYERS,1,4 - Par 4 -
2005,101,0,27330,Josh Teater,112,Deutsche Bank,1,13 - Par 4
2005,104,0,23552,Hank Kuehne,111,FedEx St. Jude,1,15 - Par 4
2005,105,0,20623,Gavin Coles,111,Deutsche Bank,1,2 - Par 5 -
2005,106,0,21209,Sergio Garcia,110,WGC-Am Express,4,7 - Par 4 -
2005,108,0,21961,Charles Howell III,109,Nissan Open,2,17 - Par 5
2005,109,0,23036,Chris Anderson,109,Western Open,1,15 - Par 5
2005,111,0,22892,Jason Gore,109,84 LUMBER,2,12 - Par 3
2005,112,0,23320,Ryan Palmer,108,B.C. Open,4,2 - Par 4 -
2005,113,0,20848,Ángel Cabrera,105,Bay Hill Invita,2,13 - Par 4
2005,114,0,26287,Roland Thatcher,105,John Deere Clas,3,6 - Par 4 -
2005,115,0,1320,Bob Estes,105,THE PLAYERS,1,12 - Par 4
2005,117,0,1771,Blaine McCallister,103,So. Farm Bureau,2,3 - Par 4 -
2005,118,0,10962,Bradley Hughes,103,84 LUMBER,1,4 - Par 4 -
2005,119,0,1887,Mark O'Meara,102,Reno-Tahoe Open,3,5 - Par 4 -
2005,122,0,2131,Mike Springer,102,Milwaukee,1,15 - Par 5
2005,125,0,21350,Ryuji Imada,100,Booz Allen,4,1 - Par 4 -
2005,126,0,21407,Arjun Atwal,100,Reno-Tahoe Open,4,18 - Par 4
2005,129,0,2106,Chris Smith,96,Tucson,2,6 - Par 4 -
2005,130,0,1132,Mark Brooks,94,Colonial,3,2 - Par 4 -
2005,131,0,23325,Vaughn Taylor,94,Wachovia Champ,4,11 - Par 4
2005,133,0,27095,Nick Watney,93,Ford Champ,3,12 - Par 5
2005,134,0,7867,Woody Austin,92,Wachovia Champ,1,8 - Par 4 -
2005,135,0,1388,Robert Gamez,92,Bob Hope Chrysl,4,16 - Par 4
2005,137,0,8545,Glen Hnatiuk,91,Barclays Class,2,7 - Par 4 -
2005,138,0,12760,Danny Ellis,90,So. Farm Bureau,2,11 - Par 5
2005,141,0,1945,Kenny Perry,89,BellSouth Class,1,6 - Par 5 -
2005,142,0,22378,Trevor Immelman,88,Bell Canadian,3,16 - Par 4
2005,144,0,24227,Justin Bolli,85,Shell Houston,4,1 - Par 5 -
2005,145,0,6595,Kevin Sutherland,85,Shell Houston,2,16 - Par 4
2005,147,0,24024,Zach Johnson,84,Ford Champ,4,2 - Par 4 -
2005,148,0,20433,Mark Hensby,82,Wachovia Champ,1,10 - Par 5
2005,150,0,2223,Bob Tway,81,Western Open,4,18 - Par 4
2005,151,0,24502,Adam Scott,81,WGC-Am Express,3,7 - Par 4 -
2005,156,0,6643,Paul Goydos,76,Buick Open,2,14 - Par 4
2005,157,0,1139,Olin Browne,75,THE TOUR Champ,4,15 - Par 5
2005,158,0,2104,Jeff Sluman,75,Milwaukee,2,6 - Par 5 -
2005,160,0,27796,Joe Affrunti,73,Milwaukee,2,15 - Par 5
2005,161,0,20396,Lee Westwood,72,THE PLAYERS,4,12 - Par 4
2005,162,0,8075,Jerry Kelly,72,Memorial Tourna,3,11 - Par 5
2005,164,0,12510,Chad Campbell,70,Honda Classic,1,17 - Par 5
2005,166,0,23541,Ben Crane,67,Booz Allen,2,8 - Par 4 -
2005,169,0,10423,Mike Weir,62,Booz Allen,1,10 - Par 4
2005,171,0,23048,Eric Axley,61,BellSouth Class,2,5 - Par 4 -
2005,172,0,22224,Euan Walters,60,Texas Open,2,1 - Par 5 -
2005,174,0,1042,Paul Azinger,57,FUNAI-Disney,2,10 - Par 5
2005,176,0,6527,Steve Stricker,57,Buick Open,2,12 - Par 4
2005,179,0,6251,Chris DiMarco,55,WGC-NEC Invit'l,1,2 - Par 5 -
2005,181,0,27042,John Lynch,52,Sony Open,2,10 - Par 4
2005,185,0,24912,Will MacKenzie,45,Barclays Class,2,2 - Par 4 -
2005,186,0,24507,Jason Bohn,45,Greensboro,3,8 - Par 3 -
2005,188,0,10860,Justin Leonard,44,Deutsche Bank,2,9 - Par 4 -
2005,189,0,12826,Paul Claxton,43,Zurich Classic,2,8 - Par 4 -
2005,190,0,20572,Rod Pampling,43,Booz Allen,4,13 - Par 4
2005,192,0,22371,Aaron Baddeley,42,Nissan Open,2,11 - Par 5
2005,193,0,1358,Bob Ford,41,84 LUMBER,1,16 - Par 5
2005,194,0,1553,John Huston,41,FedEx St. Jude,1,3 - Par 5 -
2005,196,0,6515,Shaun Micheel,40,84 LUMBER,1,11 - Par 5
2005,199,0,1968,Nick Price,39,John Deere Clas,2,5 - Par 4 -
2005,200,0,1142,Bart Bryant,39,Ford Champ,2,12 - Par 5
2005,201,0,1619,Skip Kendall,39,EDS B. Nelson,2,7 - Par 5 -
2005,204,0,25396,Kevin Na,38,Bell Canadian,3,16 - Par 4
2005,211,0,12662,Thomas Levet,35,Las Vegas,1,6 - Par 4 -
2005,213,0,25900,Lucas Glover,34,FUNAI-Disney,4,18 - Par 4
2005,214,0,8537,J.P. Hayes,34,84 LUMBER,2,5 - Par 5 -
2005,215,0,21878,Mark Wilson,34,EDS B. Nelson,2,8 - Par 4 -
2005,221,0,1928,Corey Pavin,33,Las Vegas,3,13 - Par 5
2005,225,0,1326,Nick Faldo,32,THE PLAYERS,4,16 - Par 5
2005,227,0,22405,Justin Rose,31,Buick Invitatio,1,13 - Par 5
2005,229,0,12823,Carlos Franco,31,Wachovia Champ,4,15 - Par 5
2005,230,0,20645,John Senden,31,Las Vegas,2,10 - Par 4
2005,234,0,28088,Matt Davidson,30,Deutsche Bank,2,12 - Par 4
2005,235,0,24138,Ian Poulter,30,Ford Champ,2,12 - Par 5
2005,237,0,21959,Ted Purdy,30,Buick Invitatio,4,1 - Par 4 -
2005,238,0,24781,Hunter Mahan,30,BellSouth Class,2,14 - Par 4
2005,239,0,20580,Andre Stolz,30,Sony Open,2,1 - Par 4 -
2005,240,0,24924,Bill Haas,30,FBR Open,1,9 - Par 4 -
2005,243,0,20474,Phillip Price,29,John Deere Clas,4,17 - Par 5
2005,253,0,8725,Tom Gillis,28,Deutsche Bank,1,6 - Par 4 -
2005,254,0,20766,Padraig Harrington,28,Wachovia Champ,1,17 - Par 3
2005,255,0,24980,Scott Gutschewski,28,Zurich Classic,3,14 - Par 3
2005,257,0,23353,J.J. Henry,28,Buick Champ,1,15 - Par 4
2005,264,0,6332,Neal Lancaster,27,Reno-Tahoe Open,1,18 - Par 4
2005,269,0,7223,Brian Bateman,27,Chrysler-Tampa,4,1 - Par 5 -
2005,274,0,1577,Lee Janzen,27,Buick Open,4,15 - Par 4
2005,275,0,24925,Jonathan Byrd,26,Bell Canadian,3,18 - Par 4
2005,277,0,7707,Mike Small,26,Western Open,2,12 - Par 3
2005,278,0,23349,Charles Warren,26,Nissan Open,2,9 - Par 4 -
2005,279,0,28486,Michael Putnam,26,84 LUMBER,3,3 - Par 3 -
2005,280,0,6599,John Elliott,26,FBR Open,1,3 - Par 5 -
2005,282,0,23621,Rory Sabbatini,26,Bell Canadian,3,11 - Par 4
2005,283,0,19846,Brian Gay,26,Tucson,4,15 - Par 5
2005,296,0,23063,Scott Hend,25,AT&T Pebble,2,12 - Par 3
2005,300,0,10912,Craig Perks,25,Buick Champ,1,7 - Par 4 -
2005,301,0,12461,Paul McGinley,25,WGC-Am Express,2,10 - Par 5
2005,302,0,7363,Craig Bowden,25,Honda Classic,1,8 - Par 3 -
2005,303,0,1361,Dan Forsman,25,Tucson,1,2 - Par 5 -
2005,305,0,1219,John Cook,25,Zurich Classic,1,7 - Par 5 -
2005,306,0,25034,James McLean,25,John Deere Clas,2,4 - Par 4 -
2005,308,0,28158,Steve Marino,25,Deutsche Bank,4,12 - Par 4
2005,310,0,24361,Pat Perez,25,EDS B. Nelson,2,17 - Par 3
2005,316,0,20157,Retief Goosen,24,Bay Hill Invita,4,6 - Par 5 -
2005,317,0,23623,Bo Van Pelt,24,Greensboro,1,17 - Par 3
2005,318,0,22913,John Rollins,24,Zurich Classic,1,3 - Par 3 -
2005,319,0,21949,Joe Ogilvie,24,Barclays Class,2,12 - Par 4
2005,321,0,23409,James Driscoll,24,Honda Classic,4,13 - Par 4
2005,325,0,19795,Kelly Mitchum,24,Booz Allen,2,4 - Par 4 -
2005,326,0,20121,Todd Fischer,24,AT&T Pebble,4,17 - Par 3
2005,327,0,6197,Michael Allen,24,B.C. Open,2,3 - Par 5 -
2005,334,0,24505,Brett Boner,24,AT&T Pebble,3,6 - Par 5 -
2005,335,0,24290,D.J. Brigman,24,Zurich Classic,2,14 - Par 3
2005,336,0,6016,Brad Lardon,24,Barclays Class,2,2 - Par 4 -
2005,337,0,21753,Brian Davis,24,Bay Hill Invita,3,9 - Par 4 -
2005,341,0,1487,Jeff Hart,24,Buick Open,1,6 - Par 4 -
2005,344,0,8633,Per-Ulrik Johansson,23,FedEx St. Jude,4,1 - Par 4 -
2005,345,0,7749,Brett Quigley,23,Sony Open,1,1 - Par 4 -
2005,347,0,1766,Billy Mayfair,23,Las Vegas,3,2 - Par 4 -
2005,350,0,1706,Davis Love III,23,Wachovia Champ,2,15 - Par 5
2005,351,0,2214,Kirk Triplett,23,Wachovia Champ,1,17 - Par 3
2005,359,0,7457,Steve Flesch,22,Wachovia Champ,1,16 - Par 4
2005,367,0,6621,Joe Durant,22,Zurich Classic,4,6 - Par 4 -
2005,368,0,1381,Fred Funk,22,Buick Open,2,1 - Par 5 -
2005,371,0,1266,Clark Dennis,22,EDS B. Nelson,2,2 - Par 3 -
2005,374,0,24604,Hunter Haas,22,Buick Champ,4,4 - Par 4 -
2005,382,0,21731,Freddie Jacobson,21,84 LUMBER,2,12 - Par 3
2005,384,0,1313,Steve Elkington,21,BellSouth Class,1,1 - Par 4 -
2005,386,0,12645,Brent Geiberger,21,Nissan Open,2,10 - Par 4
2005,387,0,8465,Javier Sanchez,21,Shell Houston,2,11 - Par 4
2005,390,0,8063,Kelly Grunewald,21,Zurich Classic,2,12 - Par 4
2005,394,0,1157,Tom Byrum,21,Texas Open,1,3 - Par 3 -
2005,396,0,6140,Sean Murphy,21,Booz Allen,2,14 - Par 4
2005,401,0,20608,David Howell,21,MCI Heritage,4,14 - Par 3
2005,406,0,24847,Michael Harris,21,Bell Canadian,3,8 - Par 3 -
2005,408,0,1755,Dick Mast,21,Sony Open,2,5 - Par 4 -
2005,409,0,10117,Bob Heintz,21,Las Vegas,1,17 - Par 3
2005,412,0,7013,Wes Short Jr.,20,Barclays Class,1,16 - Par 3
2005,413,0,10565,Ian Leggatt,20,Zurich Classic,2,10 - Par 4
2005,417,0,23983,Luke Donald,20,EDS B. Nelson,3,2 - Par 3 -
2005,418,0,6575,Dudley Hart,20,84 LUMBER,4,8 - Par 5 -
2005,423,0,26758,David Hearn,20,Shell Houston,3,8 - Par 3 -
2005,427,0,8881,Tripp Isenhour,20,Texas Open,1,7 - Par 4 -
2005,428,0,12782,Tim Herron,20,Zurich Classic,1,8 - Par 4 -
2005,434,0,8635,Colin Montgomerie,19,Nissan Open,2,10 - Par 4
2005,440,0,27466,Spencer Levin,19,B.C. Open,1,9 - Par 4 -
2005,443,0,8337,Mike Heinen,19,John Deere Clas,1,12 - Par 3
2005,445,0,1457,Jay Haas,19,Nissan Open,2,12 - Par 4
2005,448,0,6809,Bob Burns,19,Reno-Tahoe Open,2,15 - Par 4
2005,453,0,2246,Duffy Waldorf,19,Nissan Open,2,3 - Par 4 -
2005,468,0,1003,Bob Ackerman,19,Buick Open,2,18 - Par 4
2005,475,0,6004,Stephen Ames,18,MCI Heritage,2,16 - Par 4
2005,481,0,1927,Dennis Paulson,18,Chrysler-Tampa,1,6 - Par 4 -
2005,494,0,19881,Robert Damron,18,Barclays Class,4,7 - Par 4 -
2005,497,0,20098,Stuart Appleby,18,84 LUMBER,3,13 - Par 4
2005,499,0,20160,Charlie Wi,18,Shell Houston,1,4 - Par 4 -
2005,504,0,27293,Simon Nash,18,FedEx St. Jude,2,3 - Par 5 -
2005,507,0,12454,Mario Tiziani,18,So. Farm Bureau,2,15 - Par 3
2005,508,0,25847,Rob Rashell,18,Sony Open,1,12 - Par 4
2005,510,0,22624,Joel Kribel,18,John Deere Clas,2,9 - Par 4 -
2005,514,0,1035,Tommy Armour III,17,Bell Canadian,1,3 - Par 3 -
2005,517,0,25240,D.A. Points,17,FBR Open,1,6 - Par 4 -
2005,520,0,6373,José María Olazábal,17,BellSouth Class,2,13 - Par 4
2005,521,0,6522,Ernie Els,17,Mercedes Champ,4,12 - Par 4
2005,526,0,8123,Jeff Brehaut,17,Texas Open,3,15 - Par 4
2005,529,0,2136,Chris Starkjohann,17,Nissan Open,1,3 - Par 4 -
2005,530,0,1797,Rocco Mediate,17,Texas Open,3,14 - Par 5
2005,538,0,2099,Scott Simpson,17,MCI Heritage,1,18 - Par 4
2005,546,0,1761,Len Mattiace,17,Buick Invitatio,4,11 - Par 3
2005,551,0,25345,Carl Pettersson,17,Reno-Tahoe Open,1,8 - Par 4 -
2005,555,0,1116,Michael Bradley,17,Reno-Tahoe Open,2,4 - Par 5 -
2005,579,0,2239,Scott Verplank,16,Wachovia Champ,2,12 - Par 4
2005,595,0,25818,Scott Piercy,16,Western Open,2,18 - Par 4
2005,599,0,10733,Kent Jones,16,Zurich Classic,2,16 - Par 4
2005,600,0,6220,Jaxon Brigman,16,FedEx St. Jude,4,9 - Par 4 -
2005,603,0,24140,Sean O'Hair,16,WGC-Am Express,1,5 - Par 4 -
2005,608,0,2002,John Riegger,16,Bob Hope Chrysl,3,11 - Par 5
2005,621,0,25692,Akio Sadakata,15,Texas Open,1,12 - Par 4
2005,626,0,20099,Doug Barron,15,FedEx St. Jude,2,12 - Par 4
2005,630,0,27573,Gavin Flint,15,B.C. Open,2,3 - Par 5 -
2005,637,0,27424,Michelle Wie,15,John Deere Clas,2,12 - Par 3
2005,658,0,8339,Spike McRoy,15,B.C. Open,4,4 - Par 3 -
2005,662,0,27649,Brandt Snedeker,15,MCI Heritage,4,18 - Par 4
2005,673,0,23580,Tetsuji Hiratsuka,15,Tucson,1,10 - Par 5
2005,674,0,10821,Toshi Izawa,15,Sony Open,1,16 - Par 4
2005,683,0,1920,Craig Parry,15,Honda Classic,2,9 - Par 4 -
2005,707,0,1823,Larry Mize,14,Sony Open,1,4 - Par 3 -
2005,713,0,26487,Randy Joyner,14,Wachovia Champ,2,15 - Par 5
2005,715,0,20127,Chris Riley,14,Sony Open,2,8 - Par 4 -
2005,719,0,20935,Toru Taniguchi,14,Buick Invitatio,1,6 - Par 5 -
2005,724,0,1226,Fred Couples,14,WGC-Am Express,3,18 - Par 4
2005,725,0,10213,Dicky Pride,14,FedEx St. Jude,2,16 - Par 5
2005,747,0,20095,Carl Paulson,14,Zurich Classic,2,7 - Par 5 -
2005,753,0,1666,Bernhard Langer,14,Ford Champ,1,8 - Par 5 -
2005,754,0,1127,Danny Briggs,14,B.C. Open,2,8 - Par 5 -
2005,755,0,22293,Heath Slocum,14,84 LUMBER,1,10 - Par 4
2005,759,0,24236,Nick Dougherty,14,WGC-Am Express,4,8 - Par 3 -
2005,767,0,1242,Rod Curl,13,Colonial,2,10 - Par 4
2005,777,0,23135,Tim Clark,13,Colonial,3,11 - Par 5
2005,792,0,20472,Alex Cejka,13,Honda Classic,1,13 - Par 4
2005,795,0,8793,Tiger Woods,13,Buick Invitatio,3,11 - Par 3
2005,817,0,1724,Jeff Maggert,13,Booz Allen,3,2 - Par 3 -
2005,836,0,24357,K.J. Choi,13,Nissan Open,2,4 - Par 3 -
2005,838,0,23338,David Gossett,13,John Deere Clas,2,16 - Par 3
2005,847,0,22348,Nick O'Hern,12,MCI Heritage,2,10 - Par 4
2005,862,0,1569,Peter Jacobsen,12,Shell Houston,1,5 - Par 3 -
2005,868,0,12309,Bob Sowards,12,Reno-Tahoe Open,2,14 - Par 4
2005,869,0,6749,Roy Vucinich,12,84 LUMBER,1,5 - Par 5 -
2005,890,0,23532,Kevin PomArleau,12,Western Open,1,18 - Par 4
2005,912,0,27963,Chris Stroud,12,Shell Houston,2,9 - Par 5 -
2005,921,0,24494,Erik Compton,12,Ford Champ,2,2 - Par 4 -
2005,925,0,25052,Derek Gillespie,12,Bell Canadian,1,6 - Par 4 -
2005,939,0,25632,Jimmy Walker,11,MCI Heritage,1,12 - Par 4
2005,949,0,6036,Scott Dunlap,11,Shell Houston,1,3 - Par 3 -
2005,962,0,23481,Marcel Siem,11,Deutsche Bank,4,9 - Par 4 -
2004,1,0,23656,Jason Caron,247,Deutsche Bank,1,7 - Par 5 -
2004,2,0,22405,Justin Rose,232,Greensboro,1,17 - Par 3
2004,3,0,20094,Jonathan Kaye,223,Chrysler-Tampa,1,17 - Par 3
2004,4,0,1249,John Daly,220,Bob Hope Chrysl,4,2 - Par 5 -
2004,5,0,24452,John Douma,219,Tucson,2,8 - Par 5 -
2004,6,0,25900,Lucas Glover,218,Western Open,2,12 - Par 3
2004,7,0,19846,Brian Gay,209,Shell Houston,4,3 - Par 3 -
2004,8,0,23338,David Gossett,209,John Deere Clas,2,12 - Par 3
2004,9,0,20378,Mathias Grönberg,208,Chrysler-Tampa,2,15 - Par 3
2004,10,0,1771,Blaine McCallister,202,Buick Champ,1,8 - Par 3 -
2004,11,0,20029,Notah Begay III,199,John Deere Clas,2,9 - Par 4 -
2004,12,0,20433,Mark Hensby,199,John Deere Clas,1,3 - Par 3 -
2004,13,0,6527,Steve Stricker,198,Western Open,3,18 - Par 4
2004,14,0,20498,Briny Baird,197,Buick Open,1,3 - Par 3 -
2004,15,0,1527,Scott Hoch,196,Western Open,2,14 - Par 3
2004,16,0,22621,Ben Curtis,195,84 LUMBER,4,12 - Par 3
2004,17,0,10425,Jay Williamson,193,FedEx St. Jude,2,10 - Par 4
2004,18,0,6197,Michael Allen,193,FedEx St. Jude,3,4 - Par 3 -
2004,19,0,1329,Brad Faxon,190,WGC-Am Express,2,7 - Par 4 -
2004,20,0,10733,Kent Jones,187,EDS B. Nelson,3,8 - Par 4 -
2004,21,0,20472,Alex Cejka,186,Booz Allen,2,8 - Par 4 -
2004,22,0,21949,Joe Ogilvie,186,Reno-Tahoe Open,2,15 - Par 4
2004,23,0,1666,Bernhard Langer,185,Ford Champ,2,6 - Par 4 -
2004,24,0,19881,Robert Damron,182,EDS B. Nelson,4,15 - Par 4
2004,25,0,7707,Mike Small,181,Western Open,2,2 - Par 3 -
2004,26,0,20634,Peter Lonard,178,Western Open,1,5 - Par 4 -
2004,27,0,21959,Ted Purdy,177,Memorial Tourna,2,18 - Par 4
2004,28,0,11032,Frank Lickliter II,176,EDS B. Nelson,2,6 - Par 4 -
2004,30,0,25345,Carl Pettersson,173,Nissan Open,2,14 - Par 3
2004,31,0,19825,Darren Clarke,172,Mercedes Champ,3,17 - Par 4
2004,32,0,6373,José María Olazábal,171,THE PLAYERS,2,13 - Par 3
2004,33,0,1945,Kenny Perry,171,Milwaukee,4,8 - Par 4 -
2004,34,0,1968,Nick Price,170,Ford Champ,3,17 - Par 4
2004,35,0,1938,David Peoples,169,84 LUMBER,1,12 - Par 3
2004,36,0,20593,Greg Chalmers,169,John Deere Clas,4,7 - Par 3 -
2004,37,0,22913,John Rollins,169,John Deere Clas,4,7 - Par 3 -
2004,38,0,22378,Trevor Immelman,169,Deutsche Bank,2,15 - Par 4
2004,40,0,2294,Willie Wood,168,John Deere Clas,3,16 - Par 3
2004,41,0,2131,Mike Springer,166,FedEx St. Jude,2,7 - Par 4 -
2004,42,0,24511,Thongchai Jaidee,165,WGC-Am Express,2,11 - Par 3
2004,43,0,10423,Mike Weir,163,Chrysler-Tampa,1,12 - Par 4
2004,44,0,1577,Lee Janzen,161,Bay Hill Invita,4,11 - Par 4
2004,45,0,1941,Tom Pernice Jr.,159,Memorial Tourna,2,12 - Par 3
2004,46,0,23325,Vaughn Taylor,158,FUNAI-Disney,4,3 - Par 3 -
2004,47,0,20436,Garrett Willis,157,Reno-Tahoe Open,4,16 - Par 3
2004,48,0,12602,Dean Wilson,154,Deutsche Bank,4,9 - Par 4 -
2004,49,0,6515,Shaun Micheel,154,Memorial Tourna,4,1 - Par 4 -
2004,50,0,6251,Chris DiMarco,154,FUNAI-Disney,2,16 - Par 4
2004,52,0,2257,Brian Watts,151,BellSouth Class,3,15 - Par 4
2004,53,0,26476,Chez Reavie,151,Michelin,2,18 - Par 4
2004,54,0,21731,Freddie Jacobson,149,Greensboro,1,10 - Par 4
2004,55,0,10585,Scott McCarron,148,Memorial Tourna,2,18 - Par 4
2004,56,0,1175,Jim Carter,147,FedEx St. Jude,2,8 - Par 3 -
2004,57,0,8123,Jeff Brehaut,146,Shell Houston,3,6 - Par 4 -
2004,58,0,23320,Ryan Palmer,145,Booz Allen,3,9 - Par 3 -
2004,59,0,8075,Jerry Kelly,144,Milwaukee,1,10 - Par 4
2004,61,0,1926,Steve Pate,143,Deutsche Bank,3,10 - Par 4
2004,62,0,12782,Tim Herron,143,FBR Open,3,1 - Par 4 -
2004,63,0,20812,Tjaart van der Walt,143,HP Classic,2,11 - Par 5
2004,65,0,1203,Russ Cochran,142,Shell Houston,2,2 - Par 4 -
2004,66,0,22293,Heath Slocum,142,Deutsche Bank,2,10 - Par 4
2004,67,0,1261,Jay Delsing,142,John Deere Clas,1,13 - Par 4
2004,69,0,2245,Grant Waite,140,Honda Classic,2,4 - Par 4 -
2004,70,0,1797,Rocco Mediate,137,Reno-Tahoe Open,2,3 - Par 4 -
2004,71,0,1810,Phil Mickelson,136,THE TOUR Champ,2,1 - Par 4 -
2004,72,0,25396,Kevin Na,135,Buick Open,2,4 - Par 4 -
2004,73,0,6004,Stephen Ames,133,Shell Houston,3,14 - Par 4
2004,74,0,26497,Casey Wittenberg,132,Deutsche Bank,2,1 - Par 4 -
2004,75,0,6809,Bob Burns,132,Buick Open,1,6 - Par 4 -
2004,76,0,8931,Glen Day,131,EDS B. Nelson,1,1 - Par 4 -
2004,77,0,20104,Ken Duke,131,Buick Invitatio,1,10 - Par 4
2004,79,0,7749,Brett Quigley,130,Wachovia Champ,1,15 - Par 5
2004,80,0,20645,John Senden,129,So. Farm Bureau,1,10 - Par 4
2004,82,0,6575,Dudley Hart,128,Bell Canadian,4,4 - Par 4 -
2004,86,0,7867,Woody Austin,126,Memorial Tourna,4,1 - Par 4 -
2004,87,0,21209,Sergio Garcia,124,THE PLAYERS,2,9 - Par 5 -
2004,88,0,12394,Tom Carter,123,Greensboro,1,7 - Par 4 -
2004,89,0,23108,Matt Kuchar,123,John Deere Clas,4,11 - Par 4
2004,90,0,6332,Neal Lancaster,123,So. Farm Bureau,1,13 - Par 4
2004,91,0,1928,Corey Pavin,121,Buick Champ,1,2 - Par 4 -
2004,93,0,1378,David Frost,121,FUNAI-Disney,3,2 - Par 4 -
2004,94,0,6078,Esteban Toledo,121,FUNAI-Disney,3,18 - Par 4
2004,95,0,19824,Craig Barlow,119,So. Farm Bureau,1,3 - Par 4 -
2004,96,0,1473,Todd Hamilton,119,AT&T Pebble,2,11 - Par 4
2004,97,0,1707,Steve Lowery,118,BellSouth Class,3,3 - Par 4 -
2004,98,0,6214,Guy Boros,117,HP Classic,3,9 - Par 4 -
2004,100,0,6613,Tommy Tolles,116,Ford Champ,2,10 - Par 5
2004,101,0,19822,Bobby Cochran,114,FedEx St. Jude,1,6 - Par 4 -
2004,105,0,1024,Billy Andrade,111,Buick Invitatio,1,2 - Par 4 -
2004,106,0,20850,Daniel Chopra,111,Buick Classic,3,15 - Par 4
2004,107,0,19795,Kelly Mitchum,111,Wachovia Champ,2,10 - Par 5
2004,108,0,21805,Harrison Frazar,110,So. Farm Bureau,2,13 - Par 4
2004,112,0,8385,Omar Uresti,108,Buick Champ,1,2 - Par 4 -
2004,115,0,22046,Geoff Ogilvy,106,Bob Hope Chrysl,2,14 - Par 5
2004,116,0,7363,Craig Bowden,104,Colonial,2,17 - Par 4
2004,117,0,21407,Arjun Atwal,104,Buick Invitatio,4,18 - Par 5
2004,118,0,24290,D.J. Brigman,98,Deutsche Bank,2,18 - Par 5
2004,119,0,1127,Danny Briggs,98,Buick Open,1,1 - Par 5 -
2004,120,0,12753,David Morland IV,96,John Deere Clas,3,6 - Par 4 -
2004,122,0,11123,Chris Couch,94,BellSouth Class,3,18 - Par 5
2004,124,0,6731,Jeff Roth,94,Buick Open,1,7 - Par 5 -
2004,128,0,6567,Vijay Singh,91,Deutsche Bank,2,1 - Par 4 -
2004,129,0,20766,Padraig Harrington,90,BellSouth Class,4,6 - Par 5 -
2004,130,0,1706,Davis Love III,90,Bay Hill Invita,2,8 - Par 4 -
2004,132,0,12510,Chad Campbell,89,Colonial,1,6 - Par 4 -
2004,133,0,1677,Tom Lehman,88,FUNAI-Disney,3,13 - Par 4
2004,135,0,8545,Glen Hnatiuk,86,BellSouth Class,3,6 - Par 5 -
2004,136,0,1116,Michael Bradley,86,Ford Champ,1,5 - Par 4 -
2004,139,0,24781,Hunter Mahan,83,Booz Allen,2,14 - Par 4
2004,142,0,1139,Olin Browne,79,Texas Open,2,1 - Par 5 -
2004,144,0,2239,Scott Verplank,76,Buick Open,4,14 - Par 4
2004,146,0,1014,Fulton Allem,74,Nissan Open,1,10 - Par 4
2004,147,0,2214,Kirk Triplett,73,FBR Open,1,17 - Par 4
2004,149,0,1320,Bob Estes,70,FBR Open,2,15 - Par 5
2004,150,0,1226,Fred Couples,70,Memorial Tourna,3,17 - Par 4
2004,152,0,21878,Mark Wilson,69,Reno-Tahoe Open,3,13 - Par 4
2004,154,0,24980,Scott Gutschewski,67,AT&T Pebble,3,14 - Par 5
2004,155,0,23063,Scott Hend,67,Buick Open,1,6 - Par 4 -
2004,158,0,1444,Ken Green,65,FedEx St. Jude,2,12 - Par 4
2004,159,0,2099,Scott Simpson,63,EDS B. Nelson,4,8 - Par 4 -
2004,161,0,2002,John Riegger,61,Colonial,1,11 - Par 5
2004,162,0,25364,Paul Casey,60,WGC-NEC Invit'l,4,11 - Par 4
2004,164,0,2223,Bob Tway,57,THE PLAYERS,4,12 - Par 4
2004,166,0,12760,Danny Ellis,54,Reno-Tahoe Open,4,1 - Par 4 -
2004,169,0,1685,J.L. Lewis,53,John Deere Clas,3,10 - Par 5
2004,172,0,1035,Tommy Armour III,50,Ford Champ,3,17 - Par 4
2004,174,0,26950,John Morgan,48,Buick Open,1,14 - Par 4
