YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
2007,185,0,7223,Brian Bateman,75.75,584,771
2007,186,0,1473,Todd Hamilton,75.71,804,1062
2007,187,0,24449,Parker McLachlin,75.45,876,1161
2007,188,0,26360,Bubba Dickerson,74.96,533,711
2007,189,0,7749,Brett Quigley,74.93,819,1093
2007,190,0,24980,Scott Gutschewski,74.81,701,937
2007,191,0,1249,John Daly,74.67,619,829
2007,192,0,8375,Paul Stankowski,74.45,539,724
2007,193,0,23800,Bryce Molder,74.01,581,785
2007,194,0,20157,Retief Goosen,73.82,499,676
2007,195,0,2104,Jeff Sluman,72.0,599,832
2007,196,0,6373,José María Olazábal,71.24,498,699
2006,1,0,6621,Joe Durant,90.32,1269,1405
2006,2,0,8385,Omar Uresti,89.16,732,821
2006,3,0,1313,Steve Elkington,88.72,629,709
2006,4,0,20498,Briny Baird,88.35,948,1073
2006,5,0,10809,Jim Furyk,88.26,1090,1235
2006,6,0,20691,Greg Owen,88.18,947,1074
2006,7,0,22293,Heath Slocum,87.99,1143,1299
2006,8,0,1139,Olin Browne,87.98,1281,1456
2006,9,0,1142,Bart Bryant,87.96,1059,1204
2006,10,0,1381,Fred Funk,87.7,1284,1464
2006,10,0,2239,Scott Verplank,87.7,1048,1195
2006,12,0,6643,Paul Goydos,87.0,870,1000
2006,13,0,20105,Jeff Gove,86.95,1053,1211
2006,14,0,1766,Billy Mayfair,86.6,1137,1313
2006,15,0,2214,Kirk Triplett,86.57,677,782
2006,16,0,1619,Skip Kendall,86.44,867,1003
2006,17,0,1823,Larry Mize,86.32,612,709
2006,18,0,21470,Daisuke Maruyama,86.29,950,1101
2006,19,0,11032,Frank Lickliter II,86.2,1162,1348
2006,20,0,21646,David Branshaw,86.13,1174,1363
2006,21,0,24925,Jonathan Byrd,86.01,787,915
2006,21,0,1945,Kenny Perry,86.01,867,1008
2006,23,0,21753,Brian Davis,85.99,1080,1256
2006,23,0,24138,Ian Poulter,85.99,626,728
2006,25,0,20645,John Senden,85.98,1116,1298
2006,26,0,10885,Robert Allenby,85.97,925,1076
2006,27,0,20472,Alex Cejka,85.88,1089,1268
2006,28,0,8075,Jerry Kelly,85.85,1195,1392
2006,29,0,24781,Hunter Mahan,85.62,1167,1363
2006,30,0,1219,John Cook,85.59,796,930
2006,31,0,2246,Duffy Waldorf,85.37,1091,1278
2006,32,0,8793,Tiger Woods,85.3,621,728
2006,33,0,20094,Jonathan Kaye,85.29,1096,1285
2006,34,0,23349,Charles Warren,85.16,1067,1253
2006,35,0,2110,Jerry Smith,85.02,1090,1282
2006,36,0,19913,Ron Whittaker,85.01,936,1101
2006,37,0,8123,Jeff Brehaut,84.96,1135,1336
2006,38,0,1388,Robert Gamez,84.91,1114,1312
2006,38,0,20812,Tjaart van der Walt,84.91,675,795
2006,40,0,23048,Eric Axley,84.75,1050,1239
2006,41,0,20631,David McKenzie,84.74,944,1114
2006,42,0,20127,Chris Riley,84.66,966,1141
2006,43,0,24507,Jason Bohn,84.63,1228,1451
2006,44,0,6012,Greg Kraft,84.62,886,1047
2006,45,0,20378,Mathias Grönberg,84.47,1050,1243
2006,45,0,6527,Steve Stricker,84.47,729,863
2006,47,0,2106,Chris Smith,84.46,788,933
2006,48,0,24980,Scott Gutschewski,84.39,600,711
2006,49,0,24357,K.J. Choi,84.27,1082,1284
2006,50,0,7457,Steve Flesch,84.23,1351,1604
2006,50,0,2206,David Toms,84.23,817,970
2006,52,0,21878,Mark Wilson,84.14,891,1059
2006,53,0,6595,Kevin Sutherland,84.13,1124,1336
2006,54,0,12645,Brent Geiberger,84.11,1138,1353
2006,55,0,25900,Lucas Glover,84.08,1188,1413
2006,56,0,1132,Mark Brooks,84.03,1042,1240
2006,57,0,22913,John Rollins,84.0,1066,1269
2006,57,0,8375,Paul Stankowski,84.0,819,975
2006,59,0,10505,Shane Bertsch,83.99,1191,1418
2006,60,0,1724,Jeff Maggert,83.98,949,1130
2006,61,0,28780,Nicholas Thompson,83.95,1088,1296
2006,62,0,10733,Kent Jones,83.9,1178,1404
2006,62,0,2101,Joey Sindelar,83.9,1053,1255
2006,64,0,22621,Ben Curtis,83.85,1007,1201
2006,64,0,22405,Justin Rose,83.85,1111,1325
2006,64,0,23322,Brett Wetterich,83.85,955,1139
2006,67,0,26420,Richard Johnson,83.84,1095,1306
2006,68,0,1024,Billy Andrade,83.75,861,1028
2006,69,0,20574,Mathew Goggin,83.74,819,978
2006,70,0,20766,Padraig Harrington,83.71,586,700
2006,70,0,20628,Arron Oberholser,83.71,925,1105
2006,72,0,1320,Bob Estes,83.57,987,1181
2006,73,0,1707,Steve Lowery,83.56,1128,1350
2006,74,0,23135,Tim Clark,83.55,919,1100
2006,74,0,24024,Zach Johnson,83.55,1026,1228
2006,74,0,20382,Stephen Leaney,83.55,975,1167
2006,77,0,26360,Bubba Dickerson,83.5,1118,1339
2006,78,0,1035,Tommy Armour III,83.48,753,902
2006,79,0,11011,Mike Sposa,83.46,757,907
2006,80,0,10860,Justin Leonard,83.44,922,1105
2006,81,0,23614,Rich Beem,83.43,967,1159
2006,81,0,22548,Patrick Sheehan,83.43,1163,1394
2006,83,0,24361,Pat Perez,83.38,582,698
2006,84,0,6034,Marco Dawson,83.26,1010,1213
2006,85,0,21949,Joe Ogilvie,83.25,1059,1272
2006,86,0,23718,Nathan Green,83.24,1207,1450
2006,87,0,27095,Nick Watney,83.23,1102,1324
2006,88,0,1161,Mark Calcavecchia,83.19,1079,1297
2006,89,0,8537,J.P. Hayes,83.18,638,767
2006,90,0,2104,Jeff Sluman,83.12,1167,1404
2006,91,0,19846,Brian Gay,83.08,1237,1489
2006,92,0,1928,Corey Pavin,83.06,809,974
2006,93,0,22378,Trevor Immelman,83.0,996,1200
2006,93,0,21959,Ted Purdy,83.0,1172,1412
2006,95,0,6251,Chris DiMarco,82.95,905,1091
2006,96,0,6350,Bob May,82.93,714,861
2006,97,0,1941,Tom Pernice Jr.,82.92,1199,1446
2006,97,0,6567,Vijay Singh,82.92,1160,1399
2006,99,0,1685,J.L. Lewis,82.91,660,796
2006,100,0,23983,Luke Donald,82.86,730,881
2006,101,0,22946,Henrik Bjornstad,82.82,1099,1327
2006,102,0,27943,Matt Hansen,82.81,761,919
2006,103,0,10423,Mike Weir,82.77,980,1184
2006,104,0,1666,Bernhard Langer,82.65,829,1003
2006,105,0,6515,Shaun Micheel,82.6,1068,1293
2006,106,0,1706,Davis Love III,82.58,877,1062
2006,107,0,12660,Jesper Parnevik,82.56,966,1170
2006,108,0,24912,Will MacKenzie,82.52,1010,1224
2006,109,0,27120,Troy Matteson,82.39,1160,1408
2006,110,0,12662,Thomas Levet,82.35,588,714
2006,111,0,20121,Todd Fischer,82.34,1133,1376
2006,111,0,27770,Camilo Villegas,82.34,1068,1297
2006,113,0,21731,Freddie Jacobson,82.25,644,783
2006,113,0,12602,Dean Wilson,82.25,1270,1544
2006,115,0,20099,Doug Barron,82.22,837,1018
2006,115,0,23623,Bo Van Pelt,82.22,1170,1423
2006,117,0,21961,Charles Howell III,82.2,1067,1298
2006,118,0,20634,Peter Lonard,82.05,873,1064
2006,119,0,19881,Robert Damron,82.02,1040,1268
2006,120,0,12680,Shigeki Maruyama,82.01,1053,1284
2006,121,0,24140,Sean O'Hair,82.0,1125,1372
2006,122,0,1810,Phil Mickelson,81.95,790,964
2006,123,0,26596,Ryan Moore,81.94,744,908
2006,124,0,21209,Sergio Garcia,81.91,634,774
2006,124,0,6573,Brandt Jobe,81.91,1005,1227
2006,126,0,6004,Stephen Ames,81.89,710,867
2006,127,0,23353,J.J. Henry,81.87,1061,1296
2006,127,0,10565,Ian Leggatt,81.87,867,1059
2006,129,0,8835,Kris Cox,81.83,923,1128
2006,130,0,25240,D.A. Points,81.81,913,1116
2006,131,0,12716,Charley Hoffman,81.78,1118,1367
2006,132,0,21407,Arjun Atwal,81.77,1081,1322
2006,133,0,23788,D.J. Trahan,81.74,1025,1254
2006,134,0,28475,Jeff Overton,81.68,1061,1299
2006,135,0,21805,Harrison Frazar,81.65,1037,1270
2006,136,0,12760,Danny Ellis,81.63,729,893
2006,137,0,11123,Chris Couch,81.59,851,1043
2006,138,0,23621,Rory Sabbatini,81.49,942,1156
2006,138,0,23325,Vaughn Taylor,81.49,1004,1232
2006,140,0,7749,Brett Quigley,81.41,1191,1463
2006,141,0,1226,Fred Couples,81.4,569,699
2006,141,0,22046,Geoff Ogilvy,81.4,801,984
2006,143,0,23320,Ryan Palmer,81.38,1123,1380
2006,144,0,1042,Paul Azinger,81.37,987,1213
2006,144,0,24502,Adam Scott,81.37,773,950
2006,146,0,12510,Chad Campbell,81.29,986,1213
2006,147,0,1599,Steve Jones,81.21,929,1144
2006,148,0,1948,Tim Petrovic,81.1,1030,1270
2006,149,0,12755,Vance Veazey,81.09,669,825
2006,150,0,1677,Tom Lehman,81.08,677,835
2006,151,0,20850,Daniel Chopra,81.03,1209,1492
2006,152,0,7223,Brian Bateman,80.99,733,905
2006,153,0,21660,Jason Schultz,80.96,846,1045
2006,154,0,22892,Jason Gore,80.95,952,1176
2006,155,0,24924,Bill Haas,80.91,1081,1336
2006,156,0,23307,Roger Tambellini,80.71,686,850
2006,157,0,2223,Bob Tway,80.62,878,1089
2006,158,0,23673,Michael Connell,80.57,539,669
2006,159,0,25804,Bubba Watson,80.44,884,1099
2006,160,0,1887,Mark O'Meara,80.4,558,694
2006,161,0,21350,Ryuji Imada,80.37,1142,1421
2006,161,0,1761,Len Mattiace,80.37,659,820
2006,163,0,6575,Dudley Hart,80.36,929,1156
2006,164,0,24358,Robert Garrigus,80.22,929,1158
2006,165,0,25345,Carl Pettersson,80.2,1045,1303
2006,166,0,7867,Woody Austin,80.19,1194,1489
2006,167,0,7013,Wes Short Jr.,80.18,1056,1317
2006,168,0,12823,Carlos Franco,80.07,960,1199
2006,169,0,23541,Ben Crane,80.05,895,1118
2006,170,0,20572,Rod Pampling,79.93,936,1171
2006,171,0,1553,John Huston,79.92,800,1001
2006,172,0,6373,José María Olazábal,79.9,648,811
2006,173,0,20608,David Howell,79.84,503,630
2006,174,0,19824,Craig Barlow,79.51,811,1020
2006,175,0,6197,Michael Allen,79.47,933,1174
2006,176,0,27141,J.B. Holmes,79.39,855,1077
2006,177,0,20098,Stuart Appleby,79.3,866,1092
2006,178,0,22371,Aaron Baddeley,79.0,839,1062
2006,179,0,20229,Stewart Cink,78.84,965,1224
2006,180,0,12782,Tim Herron,78.74,889,1129
2006,180,0,23616,Ryan Hietala,78.74,648,823
2006,182,0,20157,Retief Goosen,78.64,659,838
2006,183,0,25936,Alex Aragon,78.61,669,851
2006,184,0,1577,Lee Janzen,78.1,856,1096
2006,185,0,25842,Jon Mills,77.87,718,922
2006,186,0,23497,Tag Ridings,77.7,1080,1390
2006,187,0,6522,Ernie Els,77.69,693,892
2006,188,0,23409,James Driscoll,77.42,864,1116
2006,189,0,1329,Brad Faxon,77.36,844,1091
2006,190,0,25935,John Engler Jr.,77.33,723,935
2006,191,0,25632,Jimmy Walker,76.86,621,808
2006,192,0,20548,Hidemichi Tanaka,76.74,782,1019
2006,193,0,1473,Todd Hamilton,76.42,768,1005
2006,194,0,1249,John Daly,76.09,522,686
2006,195,0,20593,Greg Chalmers,75.61,707,935
2006,196,0,9011,David Duval,74.51,719,965
2005,1,0,1139,Olin Browne,89.23,1177,1319
2005,2,0,8385,Omar Uresti,88.24,1035,1173
2005,3,0,6621,Joe Durant,88.18,1000,1134
2005,4,0,1487,Jeff Hart,87.51,743,849
2005,5,0,1766,Billy Mayfair,87.48,1342,1534
2005,6,0,20099,Doug Barron,87.41,854,977
2005,7,0,1142,Bart Bryant,87.17,1114,1278
2005,8,0,10425,Jay Williamson,87.14,644,739
2005,9,0,1381,Fred Funk,87.1,1229,1411
2005,10,0,22293,Heath Slocum,86.97,1201,1381
2005,11,0,8123,Jeff Brehaut,86.68,807,931
2005,12,0,26758,David Hearn,86.48,819,947
2005,13,0,21753,Brian Davis,86.25,903,1047
2005,14,0,22295,Darron Stiles,86.24,915,1061
2005,15,0,21951,Joey Snyder III,86.1,1177,1367
2005,16,0,2239,Scott Verplank,86.07,1038,1206
2005,17,0,1945,Kenny Perry,85.84,964,1123
2005,18,0,19972,José Coceres,85.81,647,754
2005,19,0,2101,Joey Sindelar,85.79,1244,1450
2005,20,0,12454,Mario Tiziani,85.75,776,905
2005,21,0,1619,Skip Kendall,85.73,931,1086
2005,22,0,21209,Sergio Garcia,85.68,826,964
2005,23,0,12826,Paul Claxton,85.66,944,1102
2005,24,0,19881,Robert Damron,85.55,1060,1239
2005,25,0,20548,Hidemichi Tanaka,85.49,1214,1420
2005,26,0,1035,Tommy Armour III,85.47,1224,1432
2005,27,0,6567,Vijay Singh,85.41,1311,1535
2005,28,0,23349,Charles Warren,85.38,1034,1211
2005,29,0,20645,John Senden,85.35,1177,1379
2005,30,0,20498,Briny Baird,85.33,1140,1336
2005,31,0,20623,Gavin Coles,85.19,834,979
2005,32,0,8725,Tom Gillis,84.98,888,1045
2005,33,0,22405,Justin Rose,84.97,1125,1324
2005,34,0,20382,Stephen Leaney,84.84,1013,1194
2005,35,0,21878,Mark Wilson,84.69,824,973
2005,36,0,20691,Greg Owen,84.66,944,1115
2005,37,0,26420,Richard Johnson,84.6,588,695
2005,38,0,2246,Duffy Waldorf,84.55,974,1152
2005,39,0,1219,John Cook,84.51,824,975
2005,40,0,20628,Arron Oberholser,84.49,741,877
2005,41,0,1157,Tom Byrum,84.41,980,1161
2005,42,0,1127,Danny Briggs,84.4,801,949
2005,43,0,2104,Jeff Sluman,84.39,1103,1307
2005,44,0,1724,Jeff Maggert,84.3,870,1032
2005,45,0,20812,Tjaart van der Walt,84.23,657,780
2005,46,0,8075,Jerry Kelly,84.19,1161,1379
2005,47,0,1175,Jim Carter,84.11,704,837
2005,48,0,1161,Mark Calcavecchia,84.05,1059,1260
2005,49,0,10809,Jim Furyk,84.04,1095,1303
2005,49,0,2214,Kirk Triplett,84.04,611,727
2005,51,0,12602,Dean Wilson,84.02,1004,1195
2005,52,0,1457,Jay Haas,83.99,598,712
2005,53,0,20472,Alex Cejka,83.97,948,1129
2005,54,0,6034,Marco Dawson,83.95,957,1140
2005,55,0,1823,Larry Mize,83.93,585,697
2005,56,0,23983,Luke Donald,83.83,710,847
2005,56,0,24024,Zach Johnson,83.83,1120,1336
2005,58,0,23788,D.J. Trahan,83.81,901,1075
2005,59,0,20094,Jonathan Kaye,83.73,870,1039
2005,60,0,23623,Bo Van Pelt,83.72,1311,1566
2005,61,0,10885,Robert Allenby,83.69,1047,1251
2005,62,0,21806,Paul Gow,83.64,864,1033
2005,63,0,1677,Tom Lehman,83.63,787,941
2005,64,0,24290,D.J. Brigman,83.58,840,1005
2005,64,0,26287,Roland Thatcher,83.58,850,1017
2005,66,0,23325,Vaughn Taylor,83.51,1155,1383
2005,67,0,20474,Phillip Price,83.45,847,1015
2005,68,0,12652,Cameron Beckman,83.42,1067,1279
2005,69,0,22621,Ben Curtis,83.41,759,910
2005,70,0,23353,J.J. Henry,83.39,1160,1391
2005,71,0,10860,Justin Leonard,83.33,880,1056
2005,72,0,10733,Kent Jones,83.32,1124,1349
2005,72,0,23322,Brett Wetterich,83.32,859,1031
2005,74,0,20634,Peter Lonard,83.28,981,1178
2005,75,0,23036,Chris Anderson,83.24,720,865
2005,75,0,21805,Harrison Frazar,83.24,1172,1408
2005,77,0,22046,Geoff Ogilvy,83.23,1087,1306
2005,78,0,1928,Corey Pavin,83.2,847,1018
2005,79,0,1685,J.L. Lewis,83.19,1133,1362
2005,80,0,24140,Sean O'Hair,83.08,1154,1389
2005,81,0,23135,Tim Clark,83.05,1014,1221
2005,81,0,21959,Ted Purdy,83.05,1421,1711
2005,83,0,19846,Brian Gay,83.03,1145,1379
2005,84,0,1797,Rocco Mediate,83.02,841,1013
2005,85,0,1313,Steve Elkington,83.01,772,930
2005,86,0,25900,Lucas Glover,82.99,995,1199
2005,87,0,6595,Kevin Sutherland,82.96,1008,1215
2005,88,0,21961,Charles Howell III,82.92,1044,1259
2005,89,0,20378,Mathias Grönberg,82.9,669,807
2005,90,0,8545,Glen Hnatiuk,82.88,634,765
2005,91,0,1226,Fred Couples,82.86,793,957
2005,92,0,10962,Bradley Hughes,82.85,599,723
2005,93,0,24357,K.J. Choi,82.78,851,1028
2005,94,0,24980,Scott Gutschewski,82.74,954,1153
2005,95,0,19824,Craig Barlow,82.63,885,1071
2005,96,0,6575,Dudley Hart,82.62,970,1174
2005,97,0,25345,Carl Pettersson,82.6,1206,1460
2005,98,0,22913,John Rollins,82.59,1096,1327
2005,99,0,1810,Phil Mickelson,82.52,859,1041
2005,100,0,23108,Matt Kuchar,82.51,689,835
2005,101,0,6332,Neal Lancaster,82.49,1093,1325
2005,101,0,11032,Frank Lickliter II,82.49,1102,1336
2005,103,0,8931,Glen Day,82.43,896,1087
2005,103,0,12680,Shigeki Maruyama,82.43,1131,1372
2005,105,0,1388,Robert Gamez,82.42,1041,1263
2005,106,0,2223,Bob Tway,82.4,960,1165
2005,107,0,2206,David Toms,82.37,888,1078
2005,108,0,24781,Hunter Mahan,82.28,1156,1405
2005,109,0,1553,John Huston,82.26,983,1195
2005,110,0,2010,Loren Roberts,82.16,608,740
2005,111,0,2106,Chris Smith,82.12,1061,1292
2005,112,0,24507,Jason Bohn,82.06,1038,1265
2005,113,0,1024,Billy Andrade,81.99,947,1155
2005,114,0,24502,Adam Scott,81.98,787,960
2005,115,0,26679,Kevin Stadler,81.97,1050,1281
2005,116,0,20121,Todd Fischer,81.94,1107,1351
2005,117,0,21350,Ryuji Imada,81.93,893,1090
2005,117,0,24361,Pat Perez,81.93,1025,1251
2005,119,0,20098,Stuart Appleby,81.91,924,1128
2005,119,0,1361,Dan Forsman,81.91,566,691
2005,119,0,1666,Bernhard Langer,81.91,770,940
2005,119,0,25240,D.A. Points,81.91,1028,1255
2005,123,0,10201,Matt Gogel,81.89,868,1060
2005,124,0,24925,Jonathan Byrd,81.88,1134,1385
2005,125,0,12645,Brent Geiberger,81.87,673,822
2005,126,0,12782,Tim Herron,81.85,1132,1383
2005,127,0,24912,Will MacKenzie,81.81,832,1017
2005,128,0,8793,Tiger Woods,81.77,857,1048
2005,129,0,20127,Chris Riley,81.61,732,897
2005,130,0,1132,Mark Brooks,81.6,816,1000
2005,131,0,27095,Nick Watney,81.58,1014,1243
2005,132,0,1320,Bob Estes,81.56,1044,1280
2005,133,0,1473,Todd Hamilton,81.55,1043,1279
2005,134,0,21949,Joe Ogilvie,81.54,1131,1387
2005,135,0,7867,Woody Austin,81.53,1139,1397
2005,135,0,7223,Brian Bateman,81.53,1064,1305
2005,137,0,12510,Chad Campbell,81.52,1050,1288
2005,138,0,20850,Daniel Chopra,81.45,1181,1450
2005,139,0,7457,Steve Flesch,81.42,973,1195
2005,140,0,20572,Rod Pampling,81.37,965,1186
2005,141,0,21407,Arjun Atwal,81.33,736,905
2005,142,0,1887,Mark O'Meara,81.28,751,924
2005,143,0,23725,Brendan Jones,81.18,897,1105
2005,144,0,1941,Tom Pernice Jr.,81.07,1212,1495
2005,145,0,6573,Brandt Jobe,81.06,1040,1283
2005,146,0,20502,Michael Long,81.03,790,975
2005,147,0,6251,Chris DiMarco,80.97,855,1056
2005,147,0,1418,Bill Glasson,80.97,587,725
2005,149,0,1707,Steve Lowery,80.96,1084,1339
2005,150,0,1599,Steve Jones,80.88,609,753
2005,151,0,20157,Retief Goosen,80.86,697,862
2005,152,0,6515,Shaun Micheel,80.78,891,1103
2005,153,0,20433,Mark Hensby,80.71,778,964
2005,154,0,20229,Stewart Cink,80.67,1018,1262
2005,155,0,23320,Ryan Palmer,80.63,1095,1358
2005,155,0,12660,Jesper Parnevik,80.63,920,1141
2005,157,0,24604,Hunter Haas,80.51,888,1103
2005,158,0,21633,Steve Allan,80.41,1096,1363
2005,159,0,20160,Charlie Wi,80.37,729,907
2005,160,0,10585,Scott McCarron,80.35,830,1033
2005,161,0,22548,Patrick Sheehan,80.33,1229,1530
2005,162,0,25396,Kevin Na,80.13,960,1198
2005,162,0,24138,Ian Poulter,80.13,633,790
2005,164,0,12823,Carlos Franco,80.04,850,1062
2005,165,0,6373,José María Olazábal,79.97,599,749
2005,166,0,1948,Tim Petrovic,79.86,1039,1301
2005,167,0,10423,Mike Weir,79.74,740,928
2005,168,0,1329,Brad Faxon,79.72,794,996
2005,169,0,20396,Lee Westwood,79.7,538,675
2005,170,0,28088,Matt Davidson,79.65,587,737
2005,171,0,1706,Davis Love III,79.47,832,1047
2005,172,0,23497,Tag Ridings,79.43,1008,1269
2005,173,0,1042,Paul Azinger,79.26,730,921
2005,174,0,23409,James Driscoll,79.23,782,987
2005,175,0,25847,Rob Rashell,79.14,717,906
2005,176,0,1577,Lee Janzen,78.99,801,1014
2005,177,0,10117,Bob Heintz,78.93,738,935
2005,178,0,8537,J.P. Hayes,78.91,692,877
2005,179,0,7749,Brett Quigley,78.69,1008,1281
2005,180,0,6197,Michael Allen,78.68,989,1257
2005,180,0,24227,Justin Bolli,78.68,690,877
2005,180,0,1927,Dennis Paulson,78.68,690,877
2005,183,0,23541,Ben Crane,78.65,807,1026
2005,184,0,8993,Franklin Langham,78.5,953,1214
2005,185,0,21498,Hideto Tanihara,78.41,523,667
2005,186,0,21731,Freddie Jacobson,78.3,783,1000
2005,187,0,6004,Stephen Ames,78.07,865,1108
2005,188,0,23614,Rich Beem,78.02,678,869
2005,189,0,1723,Andrew Magee,78.01,848,1087
2005,190,0,23552,Hank Kuehne,77.71,868,1117
2005,191,0,22371,Aaron Baddeley,77.53,887,1144
2005,192,0,23621,Rory Sabbatini,77.49,847,1093
2005,193,0,6599,John Elliott,77.41,603,779
2005,194,0,1761,Len Mattiace,77.07,901,1169
2005,195,0,20766,Padraig Harrington,76.79,516,672
2005,196,0,20663,Brenden Pappas,76.58,546,713
2005,197,0,10912,Craig Perks,76.3,692,907
2005,198,0,1249,John Daly,76.12,816,1072
2005,199,0,23540,Jason Allred,76.01,773,1017
2005,200,0,6527,Steve Stricker,75.95,657,865
2005,201,0,12662,Thomas Levet,75.17,563,749
2005,202,0,23063,Scott Hend,74.1,758,1023
2004,1,0,6621,Joe Durant,91.27,1077,1180
2004,2,0,2239,Scott Verplank,89.75,1138,1268
2004,3,0,8385,Omar Uresti,88.8,1054,1187
2004,4,0,1381,Fred Funk,88.31,1179,1335
2004,5,0,1139,Olin Browne,88.15,1079,1224
2004,6,0,2214,Kirk Triplett,87.94,1028,1169
2004,7,0,1677,Tom Lehman,87.87,811,923
2004,8,0,1203,Russ Cochran,87.69,748,853
2004,9,0,1142,Bart Bryant,87.58,839,958
2004,10,0,7363,Craig Bowden,87.47,1012,1157
2004,11,0,24024,Zach Johnson,87.42,1307,1495
2004,11,0,20548,Hidemichi Tanaka,87.42,1084,1240
2004,13,0,21959,Ted Purdy,87.25,1362,1561
2004,13,0,21878,Mark Wilson,87.25,753,863
2004,15,0,2246,Duffy Waldorf,87.01,884,1016
2004,16,0,8123,Jeff Brehaut,86.95,1259,1448
2004,17,0,22293,Heath Slocum,86.85,1090,1255
2004,18,0,7457,Steve Flesch,86.68,1276,1472
2004,19,0,6567,Vijay Singh,86.55,1332,1539
2004,20,0,23135,Tim Clark,86.52,1014,1172
2004,21,0,19972,José Coceres,86.35,772,894
2004,21,0,8075,Jerry Kelly,86.35,1310,1517
2004,23,0,20628,Arron Oberholser,86.33,878,1017
2004,24,0,1157,Tom Byrum,86.3,995,1153
2004,25,0,6251,Chris DiMarco,86.21,1182,1371
2004,26,0,23983,Luke Donald,86.2,868,1007
2004,27,0,20498,Briny Baird,86.18,1166,1353
2004,28,0,1797,Rocco Mediate,86.17,573,665
2004,29,0,26287,Roland Thatcher,86.1,793,921
2004,30,0,22913,John Rollins,85.95,1022,1189
2004,31,0,20645,John Senden,85.91,1152,1341
2004,32,0,1766,Billy Mayfair,85.85,1256,1463
2004,33,0,20029,Notah Begay III,85.76,801,934
2004,33,0,2104,Jeff Sluman,85.76,1156,1348
2004,35,0,10885,Robert Allenby,85.75,1053,1228
2004,36,0,1810,Phil Mickelson,85.74,944,1101
2004,37,0,7721,Pat Bates,85.64,1157,1351
2004,38,0,1219,John Cook,85.62,631,737
2004,39,0,21961,Charles Howell III,85.58,1205,1408
2004,40,0,1127,Danny Briggs,85.56,966,1129
2004,40,0,19881,Robert Damron,85.56,1096,1281
2004,42,0,12652,Cameron Beckman,85.55,1143,1336
2004,43,0,6004,Stephen Ames,85.5,1132,1324
2004,44,0,1313,Steve Elkington,85.48,724,847
2004,45,0,10425,Jay Williamson,85.47,1165,1363
2004,46,0,1724,Jeff Maggert,85.34,716,839
2004,47,0,25396,Kevin Na,85.3,1137,1333
2004,48,0,7223,Brian Bateman,85.27,949,1113
2004,48,0,2101,Joey Sindelar,85.27,1164,1365
2004,50,0,19824,Craig Barlow,85.17,925,1086
2004,51,0,22046,Geoff Ogilvy,85.15,1032,1212
2004,52,0,10585,Scott McCarron,85.13,1019,1197
2004,52,0,1941,Tom Pernice Jr.,85.13,1174,1379
2004,54,0,1928,Corey Pavin,85.08,935,1099
2004,55,0,24361,Pat Perez,85.03,1187,1396
2004,56,0,10733,Kent Jones,84.93,1144,1347
2004,57,0,6595,Kevin Sutherland,84.88,960,1131
2004,58,0,11032,Frank Lickliter II,84.76,1018,1201
2004,59,0,10201,Matt Gogel,84.75,995,1174
2004,60,0,10860,Justin Leonard,84.6,1005,1188
2004,61,0,1527,Scott Hoch,84.59,604,714
2004,62,0,22405,Justin Rose,84.56,849,1004
2004,63,0,20098,Stuart Appleby,84.46,924,1094
2004,63,0,1948,Tim Petrovic,84.46,1261,1493
2004,65,0,26420,Richard Johnson,84.43,1198,1419
2004,65,0,2106,Chris Smith,84.43,1236,1464
2004,67,0,10213,Dicky Pride,84.41,742,879
2004,68,0,1553,John Huston,84.4,660,782
2004,69,0,12510,Chad Campbell,84.38,1097,1300
2004,70,0,23623,Bo Van Pelt,84.37,1220,1446
2004,71,0,24290,D.J. Brigman,84.35,895,1061
2004,72,0,2002,John Riegger,84.19,623,740
2004,73,0,8339,Spike McRoy,84.18,1064,1264
2004,74,0,1619,Skip Kendall,84.16,1158,1376
2004,75,0,21633,Steve Allan,84.11,1159,1378
2004,76,0,1577,Lee Janzen,84.06,960,1142
2004,77,0,21209,Sergio Garcia,84.04,753,896
2004,78,0,1388,Robert Gamez,84.02,1204,1433
2004,79,0,24507,Jason Bohn,84.0,1113,1325
2004,80,0,21949,Joe Ogilvie,83.92,1195,1424
2004,81,0,25900,Lucas Glover,83.9,1063,1267
2004,82,0,12823,Carlos Franco,83.88,1155,1377
2004,83,0,23541,Ben Crane,83.85,1080,1288
2004,83,0,12682,Hirofumi Miyase,83.85,737,879
2004,85,0,2010,Loren Roberts,83.84,918,1095
2004,86,0,8931,Glen Day,83.82,1155,1378
2004,86,0,2206,David Toms,83.82,865,1032
2004,88,0,1887,Mark O'Meara,83.81,678,809
2004,89,0,21646,David Branshaw,83.74,958,1144
2004,89,0,12645,Brent Geiberger,83.74,1061,1267
2004,91,0,1927,Dennis Paulson,83.65,829,991
2004,92,0,23353,J.J. Henry,83.6,1198,1433
2004,93,0,6809,Bob Burns,83.58,1003,1200
2004,94,0,1706,Davis Love III,83.54,878,1051
2004,95,0,7867,Woody Austin,83.5,1093,1309
2004,96,0,1457,Jay Haas,83.45,918,1100
2004,97,0,12760,Danny Ellis,83.43,896,1074
2004,97,0,8537,J.P. Hayes,83.43,871,1044
2004,99,0,1685,J.L. Lewis,83.41,1232,1477
2004,100,0,2099,Scott Simpson,83.4,638,765
